id,price,dprice
zinc1976,1645.0557,-0.05686867
zinc1977,1261.3903,-0.23322336
zinc1978,1093.2512,-0.13329661
zinc1979,1223.8408,0.11945068
zinc1980,1141.9822,-0.06688667
zinc1981,1267.2025,0.10965174
zinc1982,1150.3159,-0.09223987
zinc1983,1212.6691,0.05420524
zinc1984,1495.6278,0.23333549
zinc1985,1284.3497,-0.14126381
zinc1986,1074.7477,-0.16319703
zinc1987,1038.9677,-0.03329156
zinc1988,1516.3751,0.45950177
zinc1989,2038.2258,0.34414354
zinc1990,1791.3109,-0.12114208
zinc1991,1334.3279,-0.25511095
zinc1992,1453.828,0.08955829
zinc1993,1090.4451,-0.24994905
zinc1994,1165.9799,0.06926969
zinc1995,1097.6362,-0.05861476
zinc1996,1112.4725,0.01351659
zinc1997,1498.8319,0.34729791
zinc1998,1219.9456,-0.18606913
zinc1999,1306.8398,0.071228
zinc2000,1387.4857,0.0617106
zinc2001,1131.8334,-0.18425584
zinc2002,1006.8428,-0.11043198
zinc2003,1017.2326,0.01031922
zinc2004,1205.7791,0.18535234
zinc2005,1541.0961,0.27809158
zinc2006,3563.894,1.3125709
zinc2007,3324.5901,-0.06714676
zinc2008,1783.8499,-0.46343765
zinc2009,1678.9281,-0.05881759
zinc2010,2114.2874,0.25930786
zinc2011,1934.0665,-0.08523951
zinc2012,1732.223,-0.10436223
zinc2013,1703.9923,-0.01629739
zinc2014,1953.9453,0.1466867
zinc2015,1931.5211,-0.01147637
zinc2016,2174.7964,0.1259501
zinc2017,2906.571,0.3364796
zinc2018,2809.5466,-0.8607077
zinc2019,2508.6709,-0.1070905
zinc2020,2240.3589,-0.10695385
zinc2021,2921.2915,0.30393907
zincLast,2021.0,2021.0
