income_group,country,countrycode,delta_pwt110,delta_pwt90,delta_pwt91,delta_pwt100,delta_pwt1001,delta_ameco,labsh_pwt110,labsh_pwt90,labsh_pwt91,labsh_pwt100,labsh_pwt1001,labsh_ted,ky_pwt110,ky_pwt90,ky_pwt91,ky_pwt100,ky_pwt1001,ky_mfmod,ky_ameco,ky_pim,ky_fad,gni_pc_atlas,gdp_pc_level,gdp_pc_wdi,hc_growth_pwt110_20yr,hc_growth_pwt110_15yr,hc_growth_pwt110_10yr,hc_growth_pwt110_05yr,hc_growth_pwt110_00yr,hc_growth_pwt90_10yr,hc_growth_pwt91_10yr,hc_growth_pwt100_10yr,tfp_growth_pwt110_20yr,tfp_growth_pwt110_15yr,tfp_growth_pwt110_10yr,tfp_growth_pwt110_05yr,tfp_growth_pwt110_00yr,tfp_growth_pwt90_20yr,tfp_growth_pwt91_20yr,tfp_growth_pwt100_20yr,tfp_growth_ted_20yr,inv_gdp_pwt_20yr,inv_gdp_wdi_20yr,inv_gdp_fad_20yr,inv_gdp_weo_20yr,inv_gdp_ameco_20yr,inv_gdp_pwt_15yr,inv_gdp_wdi_15yr,inv_gdp_fad_15yr,inv_gdp_weo_15yr,inv_gdp_ameco_15yr,inv_gdp_pwt_10yr,inv_gdp_wdi_10yr,inv_gdp_fad_10yr,inv_gdp_weo_10yr,inv_gdp_ameco_10yr,inv_gdp_pwt_05yr,inv_gdp_wdi_05yr,inv_gdp_fad_05yr,inv_gdp_weo_05yr,inv_gdp_ameco_05yr,inv_gdp_pwt_00yr,inv_gdp_wdi_00yr,inv_gdp_fad_00yr,inv_gdp_weo_00yr,inv_gdp_ameco_00yr,inv_gdp_weo_forecast,lfp_total,lfp_male,lfp_female,gdp_growth_10yr,gdppc_growth_10yr,cab_gdp_20yr,fdi_gdp_20yr,cab_gdp_15yr,fdi_gdp_15yr,cab_gdp_10yr,fdi_gdp_10yr,cab_gdp_05yr,fdi_gdp_05yr,cab_gdp_00yr,fdi_gdp_00yr,debt_gdp,poverty_215,poverty_365,poverty_685,gini,pop_growth_med_2024,pop_growth_med_2025,pop_growth_med_2030,pop_growth_med_2035,pop_growth_med_2040,pop_growth_med_2050,watp_1564_med_2024,watp_1564_med_2025,watp_1564_med_2030,watp_1564_med_2035,watp_1564_med_2040,watp_1564_med_2050
Upper middle income,Ecuador,ECU,0.0386924110352993,0.047322843223810196,0.040745001286268234,0.03999582678079605,0.0411430187523365,,0.5295876860618591,0.45125383138656616,0.6669591069221497,0.6669591069221497,0.6669591069221497,0.452,5.642492771148682,3.467158794403076,4.866630554199219,6.001970291137695,5.552283763885498,2.8946661949157715,,2.9419610500335693,3.3408687114715576,6430.0,5853.81298828125,5999.393910665925,0.005190103314816952,0.004018241539597511,0.003653031075373292,0.004970688838511705,0.009596548043191433,0.00595530029386282,0.004145330283790827,0.0029386994428932667,0.008629368618130684,0.005952740553766489,-0.0006193302106112242,-0.00034432453685440123,0.0034488241653889418,-0.0035240240395069122,0.00030940829310566187,0.0024176884908229113,-0.004029999952763319,0.22199559211730957,0.19877374172210693,0.23236477375030518,0.21240998804569244,,0.23396718502044678,0.20842072367668152,0.24468697607517242,0.21878665685653687,,0.2450142353773117,0.20242846012115479,0.25980693101882935,0.20855599641799927,,0.23650775849819183,0.19213508069515228,0.2552565336227417,0.1991099864244461,,0.22995172441005707,0.18410149216651917,0.24964787065982819,0.18165001273155212,,0.2216566652059555,0.6786,0.8006399999999999,0.55641,0.01138557493686676,-0.000923281186260283,0.008981030434370041,0.007862713187932968,0.0038519972003996372,0.007516258396208286,0.010390304028987885,0.008061406202614307,0.028366051614284515,0.006210925057530403,0.0568058118224144,0.0018617379246279597,0.49991822242736816,0.047,0.1,0.308,0.446,0.00860548485070467,0.008478646166622639,0.008194273337721825,0.007033520843833685,0.0057891495525836945,0.0031252920161932707,0.6720015229816805,0.6750459379320691,0.6846972155174389,0.6853233553509515,0.6786721489736334,0.6572930071195955
Lower middle income,"Egypt, Arab Rep.",EGY,0.049627941101789474,0.05685728043317795,0.07279060781002045,0.05447094142436981,0.05601319670677185,,0.3615131974220276,0.37784090638160706,0.3615122139453888,0.3620356321334839,0.3620356321334839,0.4777,1.6049591302871704,1.299330234527588,1.42643404006958,1.4272024631500244,1.282456636428833,1.5235241651535034,,1.8225456476211548,1.8972256183624268,3510.0,3964.9873046875,4137.609292328982,0.0159956943243742,0.015278059057891369,0.014313386753201485,0.015293841250240803,0.018570205196738243,0.017521142959594727,0.015968747437000275,0.01457158476114273,0.0012232102453708649,0.0004772018874064088,0.004429670516401529,0.005043257959187031,0.00499997241422534,-0.011216012760996819,-0.011215783655643463,-0.0030596423894166946,0.0012199999764561653,0.1359691321849823,0.1672375500202179,0.16701290011405945,0.19603900611400604,,0.14159518480300903,0.15718863904476166,0.16794976592063904,0.17991800606250763,,0.141116663813591,0.15973509848117828,0.15466620028018951,0.18044701218605042,,0.15142279863357544,0.15623575448989868,0.15723668038845062,0.17274999618530273,,0.1778094619512558,0.1169813796877861,0.1799222081899643,0.1299699991941452,,0.1252966672182083,0.45293999999999995,0.73488,0.16259,0.042395785450935364,0.0245884470641613,-0.021993886679410934,0.03228211775422096,-0.03161635249853134,0.019811315461993217,-0.03801213204860687,0.023399269208312035,-0.033687300980091095,0.01901863142848015,,,0.4244789779186249,0.013999999999999999,0.071,0.585,0.285,0.017332419753074646,0.015561862848699093,0.013989823870360851,0.013383905403316021,0.01261518057435751,0.009127567522227764,0.6288904954666925,0.6317254319187087,0.6511466950057618,0.6616368369176981,0.6599006660902562,0.6558403859348257
Upper middle income,El Salvador,SLV,0.041529685258865356,0.04767763614654541,0.04628194123506546,0.04542197659611702,0.04728526994585991,,0.5213456153869629,0.47260284423828125,0.46375101804733276,0.48862648010253906,0.48862648010253906,0.5,5.021202564239502,2.1660759449005127,2.6653568744659424,3.690516710281372,3.2954084873199463,2.4750418663024902,,2.5844943523406982,2.219285726547241,5120.0,4002.59130859375,4585.225997577945,0.010649851523339748,0.011833234690129757,0.01188324298709631,0.008944222703576088,0.0050255716778337955,0.010188715532422066,0.012505480088293552,0.014050002209842205,-0.0055300467647612095,-0.006263625342398882,-0.005176318343728781,-0.004709118045866489,-0.004475768189877272,0.0026000002399086952,0.0010450861882418394,0.004686747677624226,0.0003200000210199505,0.1923288106918335,0.17628790438175201,0.16753704845905304,0.1843084841966629,,0.18341855704784393,0.1780371218919754,0.16551321744918823,0.18327265977859497,,0.17066659033298492,0.18643981218338013,0.16274967789649963,0.18932099640369415,,0.17170898616313934,0.20859888195991516,0.16426768898963928,0.2078840136528015,,0.18330194056034088,0.2218829095363617,0.17795449495315552,0.20886999368667603,,0.22188833355903625,0.64913,0.80561,0.50973,0.023878075182437897,0.021074341610074043,-0.03838494047522545,0.022879227995872498,-0.033541854470968246,0.016362637281417847,-0.023870166391134262,0.019186386838555336,-0.025593621656298637,0.01780219003558159,-0.017886310815811157,0.02612418495118618,0.6717535257339478,0.046,0.086,0.299,0.39799999999999996,0.004517625086009502,0.0042995428666472435,0.0033655560109764338,0.002434027148410678,0.0014444033149629831,-0.0005116239772178233,0.6704526037626181,0.6730658205643765,0.6844404352528708,0.6867414411369952,0.686281364390762,0.6819617863128964
Upper middle income,Equatorial Guinea,GNQ,0.05895557999610901,0.08549107611179352,0.07752519845962524,0.06725463271141052,0.06728136539459229,,0.4845505356788635,0.47260284423828125,0.46375101804733276,0.48862648010253906,0.48862648010253906,0.5,3.229602098464966,3.4952991008758545,3.6622698307037354,4.072164058685303,3.9087533950805664,3.4612274169921875,,2.9419610500335693,5.815216064453125,4740.0,7367.96826171875,5041.940385511728,0.008767292834818363,0.008443236351013184,0.00804363377392292,0.0077277300879359245,0.009092993102967739,0.009475348517298698,0.010099761188030243,0.009857689961791039,0.0014869102742522955,-0.00011884823470609263,-0.0022961306385695934,-0.0070853643119335175,0.004070164170116186,0.0026000002399086952,0.0010450861882418394,0.004686747677624226,0.0003200000210199505,0.2503014802932739,0.24220727384090424,0.30973753333091736,0.2889699935913086,,0.26959532499313354,0.20431293547153473,0.28744766116142273,0.2889699935913086,,0.24861103296279907,0.12068042159080505,0.27021610736846924,0.2889699935913086,,0.11534058302640915,0.08313868939876556,0.1688539981842041,0.2889699935913086,,0.05009615048766136,0.09071812778711319,0.13259904086589813,0.2889699935913086,,0.2889699935913086,0.61939,0.6812,0.5453399999999999,-0.04189400002360344,-0.07204978168010712,,0.059959281235933304,,0.059666071087121964,,0.05522105097770691,,0.0394916906952858,,,,0.08800000000000001,0.215,0.581,0.385,0.024047264829277992,0.023971721529960632,0.021771423518657684,0.02068110927939415,0.0189973134547472,0.014769471250474453,0.590266452102267,0.5914935842441645,0.5996926897479549,0.6093702463623055,0.6170627428758146,0.6303228205493605
Low income,Eritrea,ERI,0.04769023880362511,0.052902717143297195,0.05032079666852951,0.045920804142951965,0.046981021761894226,,0.5202069878578186,0.5691162347793579,0.5575499534606934,0.5201047658920288,0.5201047658920288,0.5,2.2917304039001465,2.2877681255340576,2.9203906059265137,2.1350183486938477,2.0378494262695312,0.16345630586147308,,2.2798264026641846,3.015925645828247,,665.28955078125,,0.010018711909651756,0.010180307552218437,0.010602852329611778,0.011465471237897873,0.009044544771313667,0.008912090212106705,0.009436478838324547,0.009638981893658638,0.0005836357595399022,-0.00792674534022808,0.0014659917214885354,-0.007874075323343277,-0.010270328260958195,0.004662499763071537,0.0007544680847786367,0.009173756465315819,0.004600000102072954,0.01991802453994751,0.1338331252336502,0.1550285965204239,0.2073104977607727,,0.01856749691069126,0.1250585913658142,0.11762934178113937,0.1978207230567932,,0.004354557022452354,0.19604001939296722,0.09231172502040863,0.19538551568984985,,0.0027499981224536896,0.2097814977169037,0.06565510481595993,0.19871799647808075,,0.0019038072787225246,0.22291959822177887,0.040333397686481476,0.19079500436782837,,,0.80538,0.85762,0.75493,,,,0.02469588629901409,,0.03806816786527634,,,,,,,,,,,,0.01861688494682312,0.019993368536233902,0.020750083029270172,0.01968894712626934,0.018282117322087288,0.013913968577980995,0.5766010776662425,0.5815133782810826,0.5976806243429389,0.6025059249511839,0.6105841084327538,0.6425052957639857
High income,Estonia,EST,0.04413750767707825,0.046244870871305466,0.04610677808523178,0.044980231672525406,0.04700398072600365,0.06049325317144394,0.6067124009132385,0.5911102294921875,0.6022514700889587,0.5883529782295227,0.5883529782295227,0.5476,5.677896022796631,4.624074935913086,4.90579891204834,4.901461601257324,4.498757362365723,2.5248823165893555,2.8,3.9539151191711426,2.3737776279449463,28700.0,20855.435546875,20046.029875911576,0.003410046687349677,0.0028355862013995647,0.0018043698510155082,0.002080326434224844,0.005840949714183807,0.005519609898328781,0.005716970190405846,0.005797411315143108,0.005921186879277229,0.0031837238930165768,0.003984978422522545,-0.007792359683662653,-0.061524245887994766,0.025336721912026405,0.015926657244563103,0.018524745479226112,-0.0006649999995715916,0.24943913519382477,0.2775254547595978,0.28122270107269287,0.28401249647140503,0.2853749096393585,0.25676795840263367,0.26346901059150696,0.2755536139011383,0.2681339979171753,0.27033770084381104,0.2492217719554901,0.26629865169525146,0.25345563888549805,0.2724660038948059,0.26746508479118347,0.2510901391506195,0.2794133722782135,0.24865004420280457,0.2859579920768738,0.2714998126029968,0.2649378478527069,0.2610611319541931,0.2622722089290619,0.261819988489151,0.28664496541023254,0.27386167645454407,0.81218,0.8157,0.80857,0.01835433579981327,0.014077463187277317,-0.02476590685546398,0.08133170753717422,-0.0032959161326289177,0.06635208427906036,-0.006520214956253767,0.0628579780459404,-0.026504533365368843,0.08398114144802094,-0.011450019665062428,-0.0818249061703682,,0.005,0.006999999999999999,0.02,0.32299999999999995,-0.004875837359577417,-0.012063243426382542,-0.005385496187955141,-0.0052727991715073586,-0.0048990920186042786,-0.005644591990858316,0.6306504888478596,0.6294460331252343,0.6277050013356136,0.6298977111358692,0.615950846831346,0.5709325175055939
Lower middle income,Eswatini,SWZ,0.0589866042137146,0.05274541676044464,0.047306813299655914,0.052307624369859695,0.054122671484947205,,0.612078845500946,0.617044985294342,0.612078845500946,0.612078845500946,0.612078845500946,0.4535,2.669400453567505,4.960657596588135,4.411874771118164,3.283637762069702,2.9885189533233643,2.516422748565674,,2.627777099609375,2.656993865966797,3580.0,3829.00146484375,3832.568342164584,0.009436086751520634,0.010408262722194195,0.00880869198590517,0.010621985420584679,0.025128396227955818,0.018902147188782692,0.024109095335006714,0.02540440298616886,0.013236095197498798,0.005992945283651352,0.004418214317411184,0.005075214896351099,0.010753956623375416,0.007586526218801737,0.013904045335948467,0.012464956380426884,0.0012199999764561653,0.1593071073293686,0.16211244463920593,0.15729816257953644,0.13896749913692474,,0.1443607062101364,0.16211244463920593,0.13817757368087769,0.1313273310661316,,0.1394844949245453,0.16191917657852173,0.12630368769168854,0.13297200202941895,,0.15085433423519135,0.15472570061683655,0.12456108629703522,0.13594000041484833,,0.17478065192699432,0.23926500976085663,0.11315824836492538,0.15331999957561493,,0.13989832997322083,0.49884999999999996,0.51802,0.48036,0.021782875061035156,0.012822063639760017,0.013109736144542694,0.012794187292456627,0.038994867354631424,0.011392038315534592,0.04602111503481865,0.00874392781406641,0.021390190348029137,0.010480730794370174,,,0.26947030425071716,0.445,0.583,0.7929999999999999,0.546,0.009959133341908455,0.010685993358492851,0.009560148231685162,0.00804945919662714,0.006546858698129654,0.003924436867237091,0.6238578910969919,0.6265827823215574,0.6432062235482356,0.6582964699605196,0.6722046942853486,0.6798707393922002
,Ethiopia,ETH,0.0413782112300396,0.05821549519896507,0.054658953100442886,0.0466841496527195,0.04721764475107193,,0.08436375111341476,0.40175530314445496,0.42948928475379944,0.4285714328289032,0.4285714328289032,0.5,,,,,,2.294278621673584,,,1.7657514810562134,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03762079402804375,-0.06784877926111221,-0.09292471408843994,-0.057128939777612686,0.08316070586442947,0.010302500799298286,-0.027296125888824463,-0.04852116480469704,0.004879999905824661,0.223591610789299,,0.3030121326446533,0.2955150008201599,,0.2608925998210907,,0.3203594386577606,0.31868666410446167,,0.32561931014060974,,0.3534094989299774,0.3112369775772095,,0.3932882845401764,,0.3702619969844818,0.2531999945640564,,0.41083741188049316,,0.3519241511821747,0.20312000811100006,,0.23718000948429108,0.6908299999999999,0.79191,0.5904,,,,,,,,,,,,,,,,,0.311,0.02583504095673561,0.025510752573609352,0.02329287864267826,0.021061740815639496,0.019373370334506035,0.0163289662450552,0.5771009970920932,0.5792454104767536,0.5874022655287116,0.6010886699353135,0.6192499731309326,0.6460595856426393
High income,Faroe Islands,FRO,0.04230361059308052,0.0446503646671772,0.04414917528629303,0.04183415696024895,0.04333784431219101,,0.5460877418518066,0.5540055632591248,0.5553300976753235,0.5560491681098938,0.5560491681098938,0.52935,5.107937335968018,3.9879281520843506,4.354987621307373,5.076521873474121,4.589283466339111,2.355471611022949,,3.616567850112915,2.510833263397217,,,,0.005911636631935835,0.005814375821501017,0.005804792046546936,0.005897576455026865,0.006498908158391714,0.0055512432008981705,0.005634124856442213,0.005553480237722397,0.001797617063857615,0.0008305975352413952,0.0016134679317474365,-0.0008093041833490133,-0.007495320402085781,0.0037000002339482307,0.0035477709025144577,0.0038668853230774403,-0.0016949999844655395,0.20631371438503265,0.22596871852874756,0.22426475584506989,0.23712024092674255,,0.2124754786491394,0.2234286665916443,0.22436664998531342,0.23638801276683807,,0.20726224780082703,0.22525638341903687,0.2187877744436264,0.23661750555038452,,0.21339543163776398,0.22458405792713165,0.22475290298461914,0.2367429882287979,,0.2191373109817505,0.2188243865966797,0.22190003097057343,0.22590500116348267,,,,,,0.025118950754404068,0.012118657119572163,0.015743819996714592,,0.06970857083797455,,,,,,,,,,,,,0.01245997566729784,0.010807810351252556,0.006463478319346905,0.004609191324561834,0.0037587550468742847,0.0025574038736522198,0.6229659112446863,0.6234832995544761,0.6202829580888732,0.6139613049948998,0.6060010321185463,0.6030808036741202
Upper middle income,Fiji,FJI,0.08231174945831299,0.07619630545377731,0.07956821471452713,0.08137228339910507,0.0832047387957573,,0.48862648010253906,0.48862648010253906,0.48862648010253906,0.48862648010253906,0.48862648010253906,0.5,2.5910239219665527,2.3171041011810303,2.6168127059936523,2.3924574851989746,2.2406580448150635,2.7970075607299805,,1.7919667959213257,2.192873001098633,5680.0,,5926.7410709977685,0.004835424479097128,0.003900765674188733,0.003573621856048703,0.0033435793593525887,0.0064562465995550156,0.005633622873574495,0.004367220681160688,0.0039914995431900024,0.0027787620201706886,0.0008134873351082206,-0.0003871397057082504,-0.013488583266735077,0.048615869134664536,0.0026847911067306995,0.0007079590577632189,0.004366430453956127,0.0003200000210199505,0.23961499333381653,0.18510377407073975,0.17977198958396912,0.20212098956108093,,0.23649758100509644,0.18833646178245544,0.1773216724395752,0.20433200895786285,,0.24559888243675232,0.18833786249160767,0.17880375683307648,0.20096799731254578,,0.2381942868232727,0.18530046939849854,0.175364151597023,0.19062599539756775,,0.2307598888874054,0.20955219864845276,0.17400823533535004,0.19459998607635498,,0.19618000090122223,0.60302,0.79571,0.41200000000000003,0.020579593256115913,0.019366495311260223,-0.09061804413795471,0.0805860087275505,-0.08388898521661758,0.06040355935692787,-0.1027645692229271,0.05840900540351868,-0.15741018950939178,0.046696845442056656,,,0.6151512265205383,0.047,0.151,0.613,0.307,0.005007218103855848,0.004694042261689901,0.004020215943455696,0.003200151491910219,0.0026216977275907993,0.0007150690071284771,0.6641974883288256,0.6653662389239938,0.6718651063653432,0.6793246073109444,0.6846465648498056,0.6781799950212994
High income,Finland,FIN,0.03600906580686569,0.03973577171564102,0.039837516844272614,0.03787628933787346,0.03834744915366173,0.06194806843996048,0.5828769207000732,0.6100748181343079,0.5756452083587646,0.5712717175483704,0.5712717175483704,0.4979,6.304070949554443,5.149692535400391,5.103483200073242,5.178923606872559,5.041629314422607,2.5204598903656006,3.0,4.6075897216796875,3.013808488845825,51710.0,49167.84765625,44855.33046427645,0.0060164001770317554,0.005918178241699934,0.005969790741801262,0.00645536370575428,0.007160617969930172,0.005980328656733036,0.005732267629355192,0.005566886626183987,-0.003783272812142968,-0.00822594203054905,-0.004703814163804054,-0.010641589760780334,-0.020541884005069733,0.005469545256346464,0.0035477709025144577,0.0019114298047497869,-0.0035699999425560236,0.21021142601966858,0.23308543860912323,0.2278774529695511,0.23874999582767487,0.22862260043621063,0.20917993783950806,0.2325548678636551,0.2294527292251587,0.23787134885787964,0.2306017428636551,0.2080165445804596,0.23573949933052063,0.2268528789281845,0.2415740042924881,0.22934119403362274,0.21127796173095703,0.23712779581546783,0.23076452314853668,0.24326200783252716,0.23754513263702393,0.21299868822097778,0.2146093100309372,0.23895473778247833,0.21688999235630035,0.23368920385837555,0.22876499593257904,0.79863,0.80283,0.79425,0.008554411120712757,0.00538798188790679,0.0017563261790201068,0.02973335236310959,-0.00858475174754858,0.026759693399071693,-0.007176967803388834,0.030928395688533783,-0.0037510497495532036,0.02457398921251297,0.003103008959442377,0.006607778370380402,,0.001,0.001,0.003,0.27899999999999997,0.002874719211831689,0.0010709356283769011,-0.0015588559908792377,-0.002024604706093669,-0.002229052595794201,-0.002612602198496461,0.6146957694434018,0.6146799685133159,0.6123628879636469,0.6072872250663505,0.6055398002653944,0.5863803559466294
High income,France,FRA,0.037889111787080765,0.0378313846886158,0.038344185799360275,0.03641344606876373,0.03786494955420494,0.060257792472839355,0.6309785842895508,0.6300039291381836,0.6324907541275024,0.6241320371627808,0.6241320371627808,0.5715,5.989777088165283,4.815180778503418,4.937833309173584,6.074664115905762,5.640721797943115,2.3384013175964355,3.2,4.368748188018799,2.8984317779541016,45180.0,45838.1484375,39441.261046704865,0.005959802307188511,0.006099550519138575,0.006198677234351635,0.006255599204450846,0.006382211577147245,0.005781043320894241,0.005961405113339424,0.006081641186028719,-0.0036886308807879686,-0.004715407267212868,-0.005210753530263901,-0.01027580164372921,-0.0059525505639612675,0.0031135864555835724,0.0014770848210901022,0.001003442914225161,-0.006320000160485506,0.1980048269033432,0.21968179941177368,0.2213578224182129,0.2249004989862442,0.22341518104076385,0.19854867458343506,0.21949486434459686,0.2242220938205719,0.2249673306941986,0.22615362703800201,0.196367546916008,0.2221769541501999,0.22322610020637512,0.228425994515419,0.22585263848304749,0.19832922518253326,0.22996780276298523,0.22475290298461914,0.2345859855413437,0.23243403434753418,0.2061447948217392,0.22320927679538727,0.2365274280309677,0.23718000948429108,0.24387985467910767,0.19938333332538605,0.73792,0.76583,0.71056,0.011173044331371784,0.007902483455836773,-0.0058899433352053165,0.01934841275215149,-0.006457707844674587,0.016831040382385254,-0.005039956420660019,0.01964378170669079,-0.007087745238095522,0.019991451874375343,0.003915868699550629,0.017531743273139,,0.001,0.001,0.004,0.312,0.0016499016201123595,0.0015356536023318768,0.0013325082836672664,0.0013302660081535578,0.0009645812679082155,-0.00017149007180705667,0.6134831707516066,0.612332346265978,0.6045049590515638,0.593801531683891,0.5807149391164744,0.5687211790440221
High income,French Polynesia,PYF,0.04230361059308052,0.0446503646671772,0.04414917528629303,0.04183415696024895,0.04333784431219101,,0.5460877418518066,0.5540055632591248,0.5553300976753235,0.5560491681098938,0.5560491681098938,0.52935,5.107937335968018,3.9879281520843506,4.354987621307373,5.076521873474121,4.589283466339111,2.355471611022949,,3.616567850112915,2.510833263397217,,,,0.005911636631935835,0.005814375821501017,0.005804792046546936,0.005897576455026865,0.006498908158391714,0.0055512432008981705,0.005634124856442213,0.005553480237722397,0.001797617063857615,0.0008305975352413952,0.0016134679317474365,-0.0008093041833490133,-0.007495320402085781,0.0037000002339482307,0.0035477709025144577,0.0038668853230774403,-0.0016949999844655395,0.20631371438503265,0.21327871084213257,0.22426475584506989,0.23712024092674255,,0.2124754786491394,0.2088506519794464,0.22436664998531342,0.23638801276683807,,0.20726224780082703,0.21803617477416992,0.2187877744436264,0.23661750555038452,,0.21339543163776398,0.21553531289100647,0.22475290298461914,0.2367429882287979,,0.2191373109817505,0.2188243865966797,0.22190003097057343,0.22590500116348267,,,0.59651,0.66404,0.52746,0.01652001217007637,0.01463418360799551,0.018973371013998985,0.006849292200058699,0.034908972680568695,0.007821762934327126,0.06480801850557327,0.0027773366309702396,,-0.0024000280536711216,,,,,,,,0.0024479294661432505,0.0023322096094489098,0.002278935629874468,0.0014973001088947058,0.00028707057936117053,-0.0031346778851002455,0.695745130080392,0.6959853433168711,0.6879509992242946,0.6641070724988847,0.6355453039572015,0.5856056442394306
Upper middle income,Gabon,GAB,0.054725825786590576,0.073942631483078,0.07672290503978729,0.04775333032011986,0.048529285937547684,,0.2753954529762268,0.2753954529762268,0.27539458870887756,0.27486464381217957,0.27486464381217957,0.23579999999999998,2.2304067611694336,2.7488980293273926,2.6247639656066895,4.01840877532959,3.800635576248169,4.798314094543457,,3.2954044342041016,3.0666122436523438,7550.0,7116.796875,6618.78692368246,0.01555011048913002,0.01602170616388321,0.015108312480151653,0.01401152741163969,0.012776237912476063,0.016057275235652924,0.016725419089198112,0.01732819899916649,-0.016694778576493263,-0.018060259521007538,-0.02968403324484825,-0.038391321897506714,-0.03172187879681587,-0.004338302183896303,-0.0034987693652510643,-0.006187775172293186,-0.0005649999948218465,0.3376106023788452,0.24173997342586517,0.2552463114261627,0.30440500378608704,,0.3728013336658478,0.24075299501419067,0.26331955194473267,0.32064133882522583,,0.4294368624687195,0.20766428112983704,0.27263307571411133,0.32093602418899536,,0.44660577178001404,0.17799514532089233,0.23833641409873962,0.32356202602386475,,0.6517186760902405,0.1811632663011551,0.2057141214609146,0.34832999110221863,,0.3297249972820282,0.53119,0.62228,0.43500999999999995,0.019366467371582985,-0.0055798799730837345,0.13227862119674683,0.05738382041454315,0.09714973717927933,0.06290998309850693,0.00980288628488779,0.0728154182434082,,0.0754852220416069,,,0.3783508837223053,0.038,0.08,0.32899999999999996,0.38,0.02156365104019642,0.02111424319446087,0.01948665827512741,0.018655110150575638,0.018003614619374275,0.015559396706521511,0.5943289976196867,0.5962706451798879,0.6098090569989468,0.6240767198138645,0.6314098642378914,0.631372913378347
Low income,"Gambia, The",GMB,0.06849870830774307,0.056306127458810806,0.05550755187869072,0.05285446345806122,0.05449870973825455,,0.5202069878578186,0.5691162347793579,0.5575499534606934,0.5201047658920288,0.5201047658920288,0.5,2.314190626144409,2.6321208477020264,2.982250213623047,2.183260917663574,2.043398857116699,1.9936182498931885,,2.2798264026641846,2.2034823894500732,890.0,701.9605712890625,752.3360182193929,0.005216742400079966,0.003184078261256218,-0.0003933943808078766,0.01458629872649908,0.013780086301267147,0.012733597308397293,0.014101465232670307,0.015172725543379784,0.0005836357595399022,-0.00792674534022808,0.0014659917214885354,-0.007874075323343277,-0.010270328260958195,0.004662499763071537,0.0007544680847786367,0.009173756465315819,0.004600000102072954,0.1611306071281433,0.20794393122196198,0.2002851665019989,0.16685499250888824,,0.17764975130558014,0.23358997702598572,0.1701752245426178,0.17900733649730682,,0.19026479125022888,0.2713707685470581,0.17928433418273926,0.19489900767803192,,0.23882240056991577,0.315218061208725,0.2163245528936386,0.22599001228809357,,0.2761034071445465,0.3898518681526184,0.211599200963974,0.22965998947620392,,0.224673330783844,0.48668,0.50784,0.46587,0.0449671745300293,0.020664773881435394,-0.04439494013786316,0.057708270847797394,-0.04911873862147331,0.05936111882328987,-0.04664665460586548,0.07432549446821213,-0.04231974855065346,0.10261603444814682,-0.02966051921248436,0.09266409277915955,0.5529996752738953,0.22,0.402,0.782,0.38799999999999996,0.022773025557398796,0.02225247584283352,0.019717855378985405,0.017719876021146774,0.016056757420301437,0.012674667872488499,0.5667377116744188,0.5709177550137434,0.5951260545277063,0.6139055587488356,0.6331283708800169,0.6616050994265202
Upper middle income,Georgia,GEO,0.04448944702744484,0.04025774821639061,0.04203598573803902,0.04139813780784607,0.043566010892391205,,0.46699827909469604,0.5359041690826416,0.4212574064731598,0.4464278817176819,0.4464278817176819,0.4153,4.660987377166748,1.6301883459091187,1.8448847532272339,4.695647716522217,4.15887975692749,2.682525634765625,,2.612602949142456,2.4394235610961914,8200.0,4773.4208984375,6840.0090445366,0.008767292834818363,0.008443236351013184,0.00804363377392292,0.0077277300879359245,0.009092993102967739,0.009475348517298698,0.010099761188030243,0.009857689961791039,0.0014869102742522955,-0.00011884823470609263,-0.0022961306385695934,-0.0070853643119335175,0.004070164170116186,0.0026000002399086952,0.0010450861882418394,0.004686747677624226,0.04064999893307686,0.308541864156723,0.2245652824640274,0.2347099930047989,0.26307550072669983,,0.22173365950584412,0.21999967098236084,0.22726522386074066,0.24706199765205383,,0.21793495118618011,0.23006407916545868,0.22719897329807281,0.2531660199165344,,0.23988083004951477,0.21250095963478088,0.2504137456417084,0.23433399200439453,,0.2271929532289505,0.22049348056316376,0.23692114651203156,0.22815999388694763,,0.2296316772699356,0.6884600000000001,0.7709999999999999,0.61287,0.05341304838657379,0.05464564263820648,-0.10402452200651169,0.08777527511119843,-0.08644355833530426,0.07739996165037155,-0.08157917112112045,0.07919888943433762,-0.0742519423365593,0.06025125831365585,-0.04415781795978546,0.040493693202733994,0.7949728965759277,0.057999999999999996,0.14,0.491,0.348,4.67488425783813e-05,-0.00026239961152896285,-0.001178029109723866,-0.0015592746203765273,-0.001590545056387782,-0.0023013802710920572,0.6356354410965236,0.6352059319021791,0.639094488334386,0.6509994619043273,0.6492430126901476,0.6236836158377124
