countrycode,year,gpop_med,watp_1564_med
NZL,2065,0.0006459485739469528,0.586735310740985
NZL,2066,0.0006768060266040266,0.5863496182355541
NZL,2067,0.0005352736916393042,0.5859683769149532
NZL,2068,0.00034496557782404125,0.5854390743541443
NZL,2069,0.00024260004283860326,0.5846871381338811
NZL,2070,0.0001628385070944205,0.5837346788092661
NZL,2071,6.178293551784009e-05,0.5824643598563949
NZL,2072,0.0003364963922649622,0.580828425000241
NZL,2073,0.00044280136353336275,0.5789366831901653
NZL,2074,0.00020768746617250144,0.5769123060729751
NZL,2075,0.00012991062249056995,0.5748482087817971
NZL,2076,6.869919161545113e-05,0.5728399979919386
NZL,2077,0.0001290326181333512,0.570983645786888
NZL,2078,4.397296652314253e-05,0.5693035747444277
NZL,2079,-0.00015459569112863392,0.5678098056861686
NZL,2080,-0.00031983497319743037,0.566447768065529
NZL,2081,-0.000346546497894451,0.565193381144687
NZL,2082,-0.0004104855179321021,0.5640793915034746
NZL,2083,-0.0006565127405337989,0.5631181853877621
NZL,2084,-0.0006994911818765104,0.562308619242515
NZL,2085,-0.0006187613471411169,0.5615287826736984
NZL,2086,-0.000562002882361412,0.5608188797756831
NZL,2087,-0.0005135355750098825,0.5601517655328128
NZL,2088,-0.0003124257200397551,0.5594182255506036
NZL,2089,-0.00032656779512763023,0.5586353436946621
NZL,2090,-0.0003539164608810097,0.5578827767243502
NZL,2091,-0.00022447465744335204,0.5572354676186375
NZL,2092,-0.0001566480495966971,0.5566722126247304
NZL,2093,-0.0002442759578116238,0.5561542047987318
NZL,2094,-0.0003333400818519294,0.5556752719558354
NZL,2095,-0.00027598129236139357,0.5552750664273469
NZL,2096,-0.00038622721331194043,0.554917973495849
NZL,2097,-0.0004808047669939697,0.5545911966855128
NZL,2098,-0.0006014600512571633,0.5542941957702504
NZL,2099,-0.0007065162644721568,0.5540158051849733
NZL,2100,-0.0007469303673133254,0.5537364897350762
NIC,2024,0.013468713499605656,0.6570753814320837
NIC,2025,0.01312347874045372,0.6598979921803804
NIC,2026,0.01273722667247057,0.6626022268377302
NIC,2027,0.012377485632896423,0.665154941980778
NIC,2028,0.012029685080051422,0.6675328986063128
NIC,2029,0.011663149110972881,0.6697221372995898
NIC,2030,0.011297446675598621,0.6717186471785715
NIC,2031,0.010980661027133465,0.6735108441349363
NIC,2032,0.01065942645072937,0.6750727917820687
NIC,2033,0.010334877297282219,0.6763660924281759
NIC,2034,0.01003590039908886,0.6773981671304342
