Country Name,WB Code,Region,Income Group,Probability of Survival to Age 5,Expected Years of School,Harmonized Test Scores,Learning-Adjusted Years of School,Fraction of Children Under 5 Not Stunted,Adult Survival Rate,HUMAN CAPITAL INDEX 2020 (LOWER BOUND),HUMAN CAPITAL INDEX 2020,HUMAN CAPITAL INDEX 2020 (UPPER BOUND)
Russian Federation,RUS,Europe & Central Asia,Upper middle income,0.9928237199783325,13.689791679382324,497.5462341308594,10.898086547851562,-,0.8035820126533508,0.6729212403297424,0.6814196109771729,0.6898036003112793
Rwanda,RWA,Sub-Saharan Africa,Low income,0.9647311568260193,6.852043151855469,358.083984375,3.9257712364196777,0.617464005947113,0.8143815398216248,0.36368390917778015,0.3795527517795563,0.3915553689002991
Samoa,WSM,East Asia & Pacific,Upper middle income,0.9842296242713928,12.241507530212402,369.90789794921875,7.245168685913086,0.9508137702941895,0.8900144100189209,0.5353357791900635,0.5484216809272766,0.5601035356521606
Saudi Arabia,SAU,Middle East & North Africa,High income,0.9929436445236206,12.357129096984863,398.96893310546875,7.888177394866943,-,0.9158353805541992,0.5649206638336182,0.5763905048370361,0.5869445204734802
Senegal,SEN,Sub-Saharan Africa,Lower middle income,0.9563721418380737,7.331605911254883,412.453857421875,4.838318824768066,0.8116723299026489,0.8252508044242859,0.4037879705429077,0.4201107919216156,0.4349721372127533
Serbia,SRB,Europe & Central Asia,Upper middle income,0.9944517016410828,13.32458782196045,457.4534912109375,9.752607345581055,0.9401782751083374,0.892961323261261,0.6651178598403931,0.6766063570976257,0.6871330738067627
Seychelles,SYC,Sub-Saharan Africa,High income,0.9855478405952454,13.084346771240234,463.37933349609375,9.700824737548828,-,0.8481274843215942,0.6092914342880249,0.632779061794281,0.6568909287452698
Sierra Leone,SLE,Sub-Saharan Africa,Low income,0.8949325680732727,9.605646133422852,315.8759460449219,4.854707717895508,0.7050000429153442,0.6311577558517456,0.34519633650779724,0.3627021014690399,0.37923097610473633
Singapore,SGP,East Asia & Pacific,High income,0.9971912503242493,13.920900344848633,575.2721557617188,12.813289642333984,-,0.9523930549621582,0.8716762065887451,0.879125714302063,0.8862676024436951
Slovak Republic,SVK,Europe & Central Asia,High income,0.9944140911102295,12.619479179382324,485.3500061035156,9.799782752990723,-,0.8983327746391296,0.6571218371391296,0.664987325668335,0.6725120544433594
Slovenia,SVN,Europe & Central Asia,High income,0.9978567361831665,13.645763397216797,520.8090209960938,11.370939254760742,-,0.9349897503852844,0.7687781453132629,0.774986982345581,0.7809458374977112
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,0.9800282716751099,8.336051940917969,350.51861572265625,4.675106048583984,0.6831454038619995,0.8569363951683044,0.40877866744995117,0.41987261176109314,0.43002885580062866
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,0.9661991000175476,10.217315673828125,342.76397705078125,5.6034040451049805,0.7257871627807617,0.6907526254653931,0.4136545658111572,0.42545339465141296,0.43670666217803955
South Sudan,SSD,Sub-Saharan Africa,Low income,0.9014247059822083,4.677145957946777,335.5874328613281,2.5113463401794434,0.6871743202209473,0.677222728729248,0.26735299825668335,0.30652084946632385,0.33447498083114624
Spain,ESP,Europe & Central Asia,High income,0.9969655275344849,12.97159481048584,506.6211853027344,10.51469612121582,-,0.946016252040863,0.7228739857673645,0.728255033493042,0.7338879704475403
Sri Lanka,LKA,South Asia,Lower middle income,0.9925600290298462,13.222162246704102,400.0,8.462183952331543,0.8270000219345093,0.8984954953193665,0.5922772884368896,0.5983242988586426,0.6042023301124573
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,0.9880211353302002,12.952640533447266,409.074462890625,8.477750778198242,-,0.8769999742507935,0.5730511546134949,0.586181640625,0.5984642505645752
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,0.9833810329437256,12.687183380126953,417.7606506347656,8.480329513549805,0.9751468896865845,0.8654462695121765,0.5877171754837036,0.6025647521018982,0.6154422163963318
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,0.9836167097091675,12.312969207763672,391.3927001953125,7.710730075836182,-,0.8331308364868164,0.5219604969024658,0.5333418250083923,0.5446719527244568
Sudan,SDN,Sub-Saharan Africa,Low income,0.9395265579223633,7.081560134887695,379.6336669921875,4.301437854766846,0.6175645589828491,0.7863007187843323,0.36208176612854004,0.37744519114494324,0.39090895652770996
Sweden,SWE,Europe & Central Asia,High income,0.9972904920578003,13.93642520904541,519.3617553710938,11.5808744430542,-,0.9498761892318726,0.7853231430053711,0.7953571081161499,0.8050231337547302
Switzerland,CHE,Europe & Central Asia,High income,0.9958769083023071,13.2655611038208,515.1390380859375,10.933773040771484,-,0.9538422226905823,0.7467938661575317,0.7561151385307312,0.7658698558807373
Tajikistan,TJK,Europe & Central Asia,Low income,0.9652249813079834,10.858412742614746,390.5655517578125,6.78547477722168,0.824897289276123,0.8712341785430908,0.4806603789329529,0.5041163563728333,0.5253580212593079
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,0.9469714164733887,7.215487003326416,388.48016357421875,4.484917640686035,0.6820000410079956,0.7818679213523865,0.3770673871040344,0.3898347020149231,0.40076375007629395
Thailand,THA,East Asia & Pacific,Upper middle income,0.9908960461616516,12.721358299255371,426.5999755859375,8.683090209960938,0.8948456048965454,0.8691962957382202,0.5978197455406189,0.6093109846115112,0.6204373836517334
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,0.9542170763015747,10.588351249694824,371.4412536621094,6.292720794677734,0.5440000295639038,0.8576937913894653,0.43153291940689087,0.45431452989578247,0.4721698760986328
Togo,TGO,Sub-Saharan Africa,Low income,0.9302325248718262,9.72840404510498,383.7178039550781,5.972738742828369,0.7619999647140503,0.7430624961853027,0.40965357422828674,0.4318680465221405,0.4524628818035126
Tonga,TON,East Asia & Pacific,Upper middle income,0.9843727946281433,11.562516212463379,385.956787109375,7.1402106285095215,0.9190000295639038,0.8339863419532776,0.5143275260925293,0.5311206579208374,0.5450811982154846
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,0.9817005395889282,12.43185043334961,458.2889404296875,9.11580753326416,-,0.8532088994979858,0.5742399096488953,0.6034877300262451,0.6240528225898743
Tunisia,TUN,Middle East & North Africa,Lower middle income,0.9830079078674316,10.56757926940918,384.0787353515625,6.494051933288574,0.9159203767776489,0.9145627021789551,0.5081554651260376,0.5168099403381348,0.5248604416847229
Turkey,TUR,Europe & Central Asia,Upper middle income,0.9893950819969177,12.066183090209961,477.962646484375,9.227495193481445,0.9399999976158142,0.9109886884689331,0.6405027508735657,0.6492618322372437,0.6579443216323853
Tuvalu,TUV,East Asia & Pacific,Upper middle income,0.9756194949150085,10.81857681274414,346.4979553222656,5.997783660888672,-,0.7870000004768372,0.42813828587532043,0.4475771188735962,0.46370619535446167
Uganda,UGA,Sub-Saharan Africa,Low income,0.953565239906311,6.823250770568848,397.15966796875,4.335872173309326,0.7108280658721924,0.7370315194129944,0.3712354898452759,0.3841765820980072,0.39628833532333374
Ukraine,UKR,Europe & Central Asia,Lower middle income,0.9912653565406799,12.9065580368042,478.17333984375,9.874515533447266,-,0.8146073222160339,0.6204190850257874,0.6313871145248413,0.6425554156303406
United Arab Emirates,ARE,Middle East & North Africa,High income,0.9924111366271973,13.455805778503418,448.0406799316406,9.645997047424316,-,0.9386425018310547,0.6617884039878845,0.6730118989944458,0.6836580038070679
United Kingdom,GBR,Europe & Central Asia,High income,0.9957420825958252,13.858296394348145,520.3564453125,11.538005828857422,-,0.9334116578102112,0.7749444842338562,0.7829429507255554,0.7912425398826599
United States,USA,North America,High income,0.9934672713279724,12.891751289367676,511.7986755371094,10.556770324707031,-,0.8894835114479065,0.692523181438446,0.7017643451690674,0.7108814120292664
Uruguay,URY,Latin America & Caribbean,High income,0.9924198985099792,12.210515975952148,437.6966247558594,8.551202774047852,-,0.8937175273895264,0.589142382144928,0.5987602472305298,0.6080743670463562
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,0.9785535931587219,12.04102897644043,474.07513427734375,9.133363723754883,0.8915241956710815,0.8661142587661743,0.6042977571487427,0.6228057146072388,0.640962541103363
Vanuatu,VUT,East Asia & Pacific,Lower middle income,0.9735555052757263,10.110166549682617,347.6858215332031,5.624258518218994,0.7110419869422913,0.8736411333084106,0.43555381894111633,0.45465853810310364,0.4704127907752991
Vietnam,VNM,East Asia & Pacific,Lower middle income,0.9793170094490051,12.859439849853516,519.1002807617188,10.6805419921875,0.7619999647140503,0.8670669198036194,0.671133279800415,0.6899645328521729,0.708236813545227
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,0.979734480381012,12.198254585266113,412.3177490234375,8.047290802001953,0.9260404109954834,0.8921018242835999,0.5671819448471069,0.579996645450592,0.5910901427268982
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,0.9450413584709167,8.127937316894531,321.3270263671875,4.1787614822387695,0.5359053015708923,0.8037521243095398,0.35285013914108276,0.37278440594673157,0.38825079798698425
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,0.9421582818031311,8.788963317871094,358.14044189453125,5.036293029785156,0.654127299785614,0.732387900352478,0.3813837766647339,0.39692753553390503,0.4103184640407562
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,0.953772246837616,11.054536819458008,396.1388244628906,7.00661039352417,0.7650302648544312,0.6503993272781372,0.4444805979728699,0.46689310669898987,0.48825860023498535
