income_group,country,countrycode,delta,labor_share,ky_ratio,hc_growth,tfp_growth,lfp,lfp_male,lfp_female,gdppc,gdp_pc_level,inv_gdp,inv_gdp_weo,gdp_growth,gdppc_growth,gns_gdp,cab_gdp,fdi_gdp,debt_gdp,poverty_215,poverty_365,poverty_685,gini,pop_growth_2024,pop_growth_2030,watp_2024,watp_2030
High income,Germany,DEU,0.03641726076602936,0.6373511552810669,4.118252754211426,0.0012094188714399934,0.003181666135787964,0.7996599999999999,0.83804,0.7600199999999999,54960.0,47409.34765625,0.18382805585861206,0.2130100131034851,0.008958824910223484,0.005884356796741486,0.06627557426691055,0.0698622316122055,0.02451712265610695,,0.002,0.002,0.005,0.324,4.743925092043355e-05,-0.0027081852313131094,0.628942524078782,0.5988729677948985
Lower middle income,Ghana,GHA,0.04200629144906998,0.4958328306674957,2.791668176651001,0.012549808248877525,0.0022091122809797525,0.64494,0.65628,0.63367,2320.0,2099.18896484375,0.2717958390712738,0.13574500381946564,0.043371669948101044,0.022855237126350403,-0.06404198706150055,-0.02965705655515194,0.041790951043367386,0.5430606007575989,0.39,0.563,0.8540000000000001,0.435,0.01875000074505806,0.016683252528309822,0.6047353659025241,0.6230641527730209
High income,Gibraltar,GIB,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,,,,,,,,,,,0.02205744944512844,0.013878975063562393,0.6473721681202166,0.6315650203062622
High income,Greece,GRC,0.031672779470682144,0.5401120185852051,7.492499351501465,0.007631538435816765,-0.008702711202204227,0.6934699999999999,0.7669799999999999,0.62066,23030.0,24060.59765625,0.09588918089866638,0.2040383368730545,0.014287075959146023,0.019020846113562584,-0.03595507889986038,-0.044458191841840744,0.020680783316493034,,0.006,0.01,0.036000000000000004,0.33399999999999996,-0.01923016645014286,-0.004534762352705002,0.6284082715881605,0.6221467563692121
High income,Greenland,GRL,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,0.011331983841955662,0.010212616063654423,,,,,,,,,-0.0014674041885882616,-0.0030290137510746717,0.683879690899811,0.645025930736324
Upper middle income,Grenada,GRD,0.04398830607533455,0.4845505356788635,5.273372173309326,0.00804363377392292,0.0014869102742522955,,,,10550.0,,0.24559888243675232,0.2615566551685333,0.02425011433660984,0.02159152179956436,,-0.13439472019672394,0.14569894969463348,0.5492067933082581,0.008,0.028999999999999998,0.196,0.43799999999999994,0.00107559934258461,0.0001787911169230938,0.6831943348335218,0.6852038666343171
High income,Guam,GUM,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,0.70477,0.7459399999999999,0.66159,,,0.20726224780082703,,-0.0006899748113937676,-0.00045862304978072643,,,,,,,,,0.007604371756315231,0.006157435476779938,0.6141485424104616,0.5997898467943047
Upper middle income,Guatemala,GTM,0.03910999000072479,0.4694507122039795,3.9389021396636963,0.011222301982343197,-0.0004861185443587601,0.62027,0.82488,0.42064999999999997,5780.0,4253.6025390625,0.14600513875484467,0.16700001060962677,0.034067314118146896,0.01804729551076889,-0.012430227361619473,0.018559614196419716,0.017582949250936508,0.2430318146944046,0.09699999999999999,0.17600000000000002,0.473,0.452,0.015412939712405205,0.013650859706103802,0.6357353727589471,0.6616247375761894
Lower middle income,Guinea,GIN,0.06846844404935837,0.42157411575317383,1.5613372325897217,0.010007699951529503,0.0022091122809797525,0.52855,0.63168,0.42935,1470.0,944.1529541015625,0.24931854009628296,0.14756999909877777,0.06029375270009041,0.035135991871356964,-0.14507319033145905,0.0342433787882328,0.04431820288300514,0.2304634302854538,0.11699999999999999,0.292,0.7659999999999999,0.29600000000000004,0.023959580808877945,0.02046065218746662,0.5564372657264316,0.5769092160614767
Low income,Guinea-Bissau,GNB,0.029659084975719452,0.5202069878578186,1.454681634902954,0.010602852329611778,0.0005836357595399022,0.6251599999999999,0.6920499999999999,0.56033,960.0,714.6619873046875,0.11888577044010162,0.20636333525180817,0.046624086797237396,0.02316989004611969,-0.03195793926715851,-0.0297671090811491,0.016734056174755096,0.5428953766822815,0.39899999999999997,0.621,0.914,0.33399999999999996,0.022052057087421417,0.019208315759897232,0.5802222906650095,0.6061666146698518
High income,Guyana,GUY,0.04230361059308052,0.5460877418518066,5.107937335968018,0.004836606793105602,0.001797617063857615,0.53283,0.6339,0.43796,20220.0,,0.20726224780082703,0.12750166654586792,0.18623654544353485,0.17653268575668335,,-0.07741531729698181,0.12322365492582321,0.174517422914505,0.13,0.215,0.542,0.451,0.005712439306080341,0.005816861521452665,0.6410451860305757,0.6441688079787465
Lower middle income,Haiti,HTI,0.012139689177274704,0.4958328306674957,13.305702209472656,0.007839334197342396,0.0022091122809797525,0.66511,0.71173,0.61937,1760.0,1382.72705078125,0.18565352261066437,0.11880332976579666,-0.0074310461059212685,-0.02008526772260666,-0.02381087653338909,-0.016413364559412003,0.006457989104092121,0.13287314772605896,0.40399999999999997,0.5920000000000001,0.882,0.41100000000000003,0.011547267436981201,0.010162713006138802,0.641061410872761,0.658946935791113
Lower middle income,Honduras,HND,0.04842296987771988,0.5474308133125305,4.388960838317871,0.016612619161605835,0.00012598640751093626,0.59204,0.76806,0.41355,3020.0,2482.119384765625,0.20952019095420837,0.2240566611289978,0.032126232981681824,0.014355276711285114,-0.05494944006204605,-0.036357130855321884,0.03845337778329849,0.37317055463790894,0.17,0.266,0.5329999999999999,0.46799999999999997,0.016846913844347,0.014615106396377087,0.6496107158301537,0.6618174210630181
High income,"Hong Kong SAR, China",HKG,0.03370685130357742,0.5265601277351379,5.77183198928833,0.004117758013308048,0.007860719226300716,0.71674,0.7907599999999999,0.6598099999999999,57100.0,44190.109375,0.2252575308084488,0.1824600100517273,0.010764222592115402,0.0067700911313295364,0.037244778126478195,0.07182526588439941,0.3458889126777649,,,,,,-0.0037455514539033175,-0.004673009738326073,0.6682503002902463,0.6225073411128379
High income,Hungary,HUN,0.04418903961777687,0.5365840196609497,5.9519453048706055,0.00679366709664464,0.004875880666077137,0.78188,0.8260500000000001,0.73705,20690.0,17736.78515625,0.18438196182250977,0.23578999936580658,0.02683725580573082,0.029629075899720192,0.019638895988464355,-0.002405411098152399,0.13535495102405548,,0.015,0.027000000000000003,0.051,0.302,-0.0010667990427464247,-0.003801692510023713,0.6460542172083283,0.6430458831329706
High income,Iceland,ISL,0.03705546632409096,0.6174178123474121,6.129336833953857,0.005725738126784563,0.010074368678033352,0.86792,0.89416,0.83974,78480.0,55145.625,0.20029489696025848,0.26404333114624023,0.03350544720888138,0.012327073141932487,0.018100999295711517,0.023271849378943443,-0.022150631994009018,,0.003,0.003,0.006,0.266,0.014951223507523537,0.006032426841557026,0.665917632509777,0.6563685597613599
Lower middle income,India,IND,0.05660703033208847,0.5334806442260742,3.830512523651123,0.011648331768810749,0.008405567146837711,0.58987,0.8107,0.3525,2650.0,1972.9818115234375,0.32146528363227844,0.33435001969337463,0.057958852499723434,0.047914374619722366,-0.021369842812418938,-0.010412851348519325,0.015668056905269623,0.17776253819465637,0.053,0.239,0.821,0.255,0.008907065726816654,0.007710995618253946,0.6822958015376437,0.6905535511065399
Upper middle income,Indonesia,IDN,0.038303129374980927,0.509304404258728,6.720887660980225,-0.001212709117680788,0.010311093181371689,0.6910599999999999,0.83151,0.54728,4910.0,3877.3837890625,0.3235258162021637,0.3124466836452484,0.04111297428607941,0.032031480222940445,-0.0191621296107769,-0.010969988070428371,0.01762251742184162,0.29613733291625977,0.054000000000000006,0.19899999999999998,0.6829999999999999,0.349,0.008138715289533138,0.00643733236938715,0.6811360175349687,0.6860544905186299
Upper middle income,"Iran, Islamic Rep.",IRN,0.03651389479637146,0.39282485842704773,6.2691969871521,0.020797081291675568,1.4976109014241956e-05,0.44049999999999995,0.72131,0.14939,4660.0,4796.5,0.2046164870262146,0.3675883412361145,0.024271510541439056,0.012626420706510544,0.04542936384677887,,0.005471130833029747,0.02446921542286873,0.025,0.075,0.361,0.359,0.010528692044317722,0.005266609136015177,0.6932041539193867,0.7032518513985405
Upper middle income,Iraq,IRQ,0.046288348734378815,0.296306312084198,2.7947096824645996,0.007834551855921745,0.007994819432497025,0.4293,0.7434099999999999,0.11413000000000001,6030.0,4751.52001953125,0.16847139596939087,,0.016902990639209747,-0.006184163969010115,0.03383506089448929,0.07602615654468536,-0.02222883328795433,0.0756148174405098,0.005,0.024,0.28,0.298,0.021247679367661476,0.019321631640195847,0.6000426349715581,0.6305087674331666
High income,Ireland,IRL,0.07471609115600586,0.30898788571357727,3.4198176860809326,0.005883846431970596,0.007718768902122974,0.77494,0.81851,0.732,77920.0,80365.4140625,0.25756436586380005,0.19512666761875153,0.07075728476047516,0.05633670464158058,0.023665770888328552,0.014538122341036797,0.15571771562099457,,0.002,0.002,0.003,0.299,0.011172900907695293,0.006832039449363947,0.6555243631443664,0.6577644342127423
High income,Isle of Man,IMN,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,0.0022952486760914326,0.0019381565507501364,,,,,,,,,-5.940888149780221e-05,-0.00163761037401855,0.6262379619892943,0.6078956813015911
High income,Israel,ISR,0.047001875936985016,0.4990631341934204,3.6063895225524902,0.009804975241422653,0.0034455531276762486,0.7377800000000001,0.75143,0.72405,52940.0,39243.3671875,0.21230359375476837,0.25283166766166687,0.03408465534448624,0.014687171205878258,0.030259715393185616,0.03649378567934036,0.041814129799604416,,0.006999999999999999,0.01,0.042,0.379,0.014022077433764935,0.013210659846663475,0.6003804614903918,0.610065375194042
High income,Italy,ITA,0.03916379064321518,0.511646032333374,6.708603382110596,0.006825275253504515,-0.00781917478889227,0.6685599999999999,0.7578499999999999,0.57835,38290.0,35510.7109375,0.15952400863170624,0.24204999208450317,0.010365583002567291,0.012603076174855232,0.00824643112719059,0.017583787441253662,0.012395990081131458,,0.006999999999999999,0.006999999999999999,0.016,0.337,-0.0026351907290518284,-0.004390198737382889,0.6348291868001592,0.6124544473005866
Upper middle income,Jamaica,JAM,0.031195854768157005,0.608830451965332,5.845552444458008,0.0029391185380518436,-0.005437274929136038,0.7223900000000001,0.78117,0.66416,6490.0,5053.65234375,0.21639570593833923,0.25055167078971863,0.007026745937764645,0.00541383633390069,-0.057945944368839264,-0.004008946008980274,0.03697497397661209,0.7902557849884033,0.013999999999999999,0.051,0.22899999999999998,0.39899999999999997,-0.00021518020366784185,-0.0026462364476174116,0.7308800972113378,0.727631838690103
High income,Japan,JPN,0.041639890521764755,0.5874878764152527,5.431950092315674,0.0035421843640506268,0.0004262615693733096,0.8191200000000001,0.8748900000000001,0.76172,36030.0,49277.578125,0.1792382299900055,0.26194998621940613,0.005087598226964474,0.007715101819485426,-0.004686090629547834,0.0356224849820137,0.006569093093276024,,0.012,0.015,0.032,0.32299999999999995,-0.004980633035302162,-0.006035795900970697,0.5878312800410295,0.5847035929431483
Lower middle income,Jordan,JOR,0.02507396601140499,0.49322444200515747,6.550228118896484,0.0019876817241311073,-9.839793347055092e-05,0.40917000000000003,0.6481600000000001,0.14971,4430.0,4139.3798828125,0.20015686750411987,0.28749167919158936,0.0209171362221241,-0.006395381409674883,-0.08736958354711533,-0.07010899484157562,0.026731690391898155,0.8735793828964233,0.001,0.009000000000000001,0.153,0.337,0.009887220337986946,0.016444917768239975,0.6480839922457404,0.666059337881893
Upper middle income,Kazakhstan,KAZ,0.06561155617237091,0.37341922521591187,3.322692394256592,0.0014369837008416653,0.01319428626447916,0.7945399999999999,0.82596,0.76402,12150.0,11402.759765625,0.3396129012107849,0.27088168263435364,0.029215669259428978,0.014733923599123955,-0.005421771202236414,-0.027251558378338814,0.03198482468724251,0.6231074929237366,0.0,0.003,0.152,0.292,0.012827636674046516,0.010332523845136166,0.619734854865864,0.6198546274624779
Lower middle income,Kenya,KEN,0.0513228178024292,0.540175199508667,2.2891783714294434,0.015858592465519905,0.006972216535359621,0.67208,0.71697,0.6278199999999999,2110.0,1600.1170654296875,0.19609445333480835,0.1865183264017105,0.044817473739385605,0.024488065391778946,-0.06733332574367523,-0.05255279690027237,0.0068849967792630196,0.397173136472702,0.46399999999999997,0.679,0.9129999999999999,0.387,0.019575143232941628,0.017957711592316628,0.6019777330598086,0.624057910902711
Lower middle income,Kiribati,KIR,0.04731427878141403,0.4958328306674957,3.8872413635253906,0.010007699951529503,0.0022091122809797525,,,,3620.0,,0.24913693964481354,,0.04671166464686394,0.03131815046072006,,0.18756923079490662,0.0055039203725755215,,0.061,0.22,0.7490000000000001,0.278,0.014888984151184559,0.01308081578463316,0.6106952229441414,0.6231279063003631
Low income,"Korea, Dem. People's Rep.",PRK,0.04769023880362511,0.5202069878578186,2.2917304039001465,0.010602852329611778,0.0005836357595399022,0.88996,0.9098900000000001,0.8698,,,0.20545710623264313,,,,,,,,,,,,0.0030469989869743586,0.0008548391051590443,0.6865302847601948,0.6689197517549391
High income,"Korea, Rep.",KOR,0.05315270647406578,0.5459231734275818,5.107937335968018,0.008968403562903404,0.006843532435595989,0.70891,0.77838,0.63549,,29003.900390625,0.32467859983444214,0.31473666429519653,0.023666638880968094,0.02157152257859707,0.047299791127443314,0.04355628043413162,0.008704811334609985,,0.002,0.002,0.005,0.32899999999999996,-0.0006021089502610266,-0.0024473927915096283,0.7015836004732627,0.6650450388024509
Upper middle income,Kosovo,XKX,0.04398830607533455,0.4845505356788635,4.414557456970215,0.00804363377392292,0.0014869102742522955,,,,7180.0,4233.3974609375,0.2969401776790619,0.3345283567905426,0.041092947125434875,0.05822782590985298,-0.07856468856334686,-0.07654585689306259,0.053368598222732544,0.40525221824645996,0.25,0.284,0.47,0.494,-0.009005559608340263,-6.019405986990023e-07,0.6921506537906802,0.7018935557705823
High income,Kuwait,KWT,0.06078703701496124,0.24949263036251068,3.4724392890930176,0.008230876177549362,-0.047315455973148346,0.75398,0.89301,0.50965,40250.0,27212.162109375,0.1915733516216278,0.16475999355316162,0.0025796308182179928,-0.02793327532708645,0.23911578953266144,0.19132229685783386,0.002345602260902524,,,,,,0.019589733332395554,0.00908589456230402,0.7867635219928231,0.7909202278841084
Lower middle income,Kyrgyz Republic,KGZ,0.03732498362660408,0.39992472529411316,4.3565754890441895,0.010190987959504128,-3.927891157218255e-05,0.69379,0.82336,0.56831,2150.0,1226.1829833984375,0.2391698956489563,0.19750165939331055,0.04468090832233429,0.024525832384824753,-0.12231896817684174,-0.12935757637023926,0.035727329552173615,0.6663037538528442,0.045,0.221,0.768,0.264,0.015778271481394768,0.0127688804641366,0.6197649488053799,0.6326658993302849
Lower middle income,Lao PDR,LAO,0.04750734940171242,0.39763110876083374,4.198742389678955,0.008265706710517406,-0.009094481356441975,0.68616,0.72721,0.6447400000000001,2000.0,,0.24913693964481354,,0.04536250978708267,0.03059590794146061,,-0.05294939503073692,0.06834733486175537,1.2844825983047485,0.157,0.35,0.753,0.38799999999999996,0.013583269901573658,0.011145129799842834,0.6513580946995033,0.664566078135719
High income,Latvia,LVA,0.03172896429896355,0.6222570538520813,7.8771514892578125,0.004391146823763847,0.016267457976937294,0.76445,0.7874099999999999,0.7421099999999999,21930.0,16765.1796875,0.21263191103935242,0.2144683301448822,0.021810952574014664,0.02862548641860485,-0.0015200595371425152,-0.009943529963493347,0.03578445687890053,,0.004,0.006999999999999999,0.028999999999999998,0.337,-0.005606967955827713,-0.00832697656005621,0.6285086876957099,0.6234900100949613
Lower middle income,Lebanon,LBN,0.03383820503950119,0.4445175230503082,6.519384384155273,0.010007699951529503,0.0022091122809797525,,,,,6824.88671875,0.2521827220916748,,-0.043211929500103,-0.032689329236745834,-0.2067970335483551,-0.21979182958602905,0.04008088260889053,3.3018434047698975,0.001,0.003,0.055,0.318,0.0056080506183207035,0.008791593834757805,0.6367497442068811,0.6530697721815627
Lower middle income,Lesotho,LSO,0.043466199189424515,0.6611288785934448,4.9423627853393555,-0.004402450285851955,0.0022091122809797525,0.59667,0.6876300000000001,0.51035,1170.0,1077.125732421875,0.23535841703414917,0.3728783428668976,0.0011414699256420135,-0.01052236557006836,-0.051636289805173874,-0.06720297783613205,0.012223463505506516,0.838359534740448,0.419,0.568,0.838,0.449,0.011164489202201366,0.010535215958952904,0.6162431053863817,0.6452907458983083
Low income,Liberia,LBR,0.05257577449083328,0.5202069878578186,2.2692699432373047,0.013852795585989952,0.0005836357595399022,0.77728,0.82109,0.73406,760.0,650.4133911132812,0.20545710623264313,,0.015285997651517391,-0.005392912775278091,-0.23437467217445374,-0.0860145166516304,0.12168363481760025,0.4733614921569824,0.336,0.55,0.883,0.353,0.0215725339949131,0.01922212541103363,0.5716541266177038,0.5958537710575906
Upper middle income,Libya,LBY,0.04398830607533455,0.4845505356788635,4.414557456970215,0.00804363377392292,0.0014869102742522955,0.5161399999999999,0.6709,0.35496,6310.0,5977.04345703125,0.43685996532440186,0.23833833634853363,0.012061198242008686,-0.0017753163119778037,0.00695146294310689,0.03544709458947182,0.016992252320051193,,,,,,0.010262993164360523,0.010657151229679585,0.675683777167474,0.6945922398679197
High income,Liechtenstein,LIE,0.04230361059308052,0.6400063633918762,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,,,,,3.8864173889160156,,,,,,0.006845549680292606,0.0046708593145012856,0.6501128668171559,0.6122154264356099
High income,Lithuania,LTU,0.04770228639245033,0.5708025097846985,4.401538372039795,0.00710306828841567,0.010850184597074986,0.7832399999999999,0.7938500000000001,0.77254,26950.0,18788.33203125,0.18093764781951904,0.22620666027069092,0.031121810898184776,0.032810963690280914,0.00021852862846571952,0.007787503767758608,0.0408879891037941,,0.008,0.011000000000000001,0.026000000000000002,0.366,0.0017541809938848019,-0.008163947612047195,0.6512753359044137,0.6355890462385242
High income,Luxembourg,LUX,0.04489203914999962,0.4983319044113159,4.937788009643555,0.006503281649202108,-0.00868428684771061,0.7410899999999999,0.77377,0.7068899999999999,91470.0,111813.9609375,0.17530305683612823,0.14931833744049072,0.018139902502298355,-0.0015988911036401987,0.002881810301914811,0.08210152387619019,-0.32741814851760864,,0.001,0.001,0.002,0.341,0.011864421889185905,0.008550223894417286,0.6874639692379011,0.6658427529926422
High income,"Macao SAR, China",MAC,0.0325811505317688,0.32206133008003235,5.924307823181152,0.014255354180932045,-0.016542239114642143,0.75087,0.8428100000000001,0.67667,,,0.20726224780082703,0.14735166728496552,-0.02653026580810547,-0.036517925560474396,,0.23987752199172974,0.037260644137859344,,,,,,0.008855328895151615,0.001784940017387271,0.7182143442247405,0.6891678884747776
Low income,Madagascar,MDG,0.037922926247119904,0.5202069878578186,2.9952328205108643,0.0031970117706805468,0.0005836357595399022,0.86374,0.8860399999999999,0.8414100000000001,510.0,488.91387939453125,0.2735094130039215,0.24407833814620972,0.027762683108448982,0.002239169320091605,-0.03238826245069504,-0.023440564051270485,0.03300301730632782,0.40657535195350647,0.877,0.9359999999999999,0.987,0.425,0.024352476000785828,0.022001948207616806,0.5733799070457034,0.5865815184253708
Low income,Malawi,MWI,0.07361495494842529,0.5202069878578186,0.8723241090774536,0.016972878947854042,0.0005836357595399022,0.67547,0.7149800000000001,0.63859,540.0,576.7085571289062,0.13618090748786926,0.11427000164985657,0.028823651373386383,0.0023686266504228115,-0.1272793859243393,-0.1511758267879486,0.014731374569237232,0.2835434079170227,0.754,0.873,0.971,0.385,0.02576414681971073,0.02441234700381756,0.5670832747256259,0.595639338381964
Upper middle income,Malaysia,MYS,0.05624910071492195,0.39671948552131653,4.079553604125977,0.008412799797952175,0.0011899478267878294,0.6991700000000001,0.8191200000000001,0.56355,11670.0,11401.3017578125,0.24873270094394684,0.21511000394821167,0.03864040598273277,0.023938491940498352,0.047630343586206436,0.028377557173371315,0.03148198500275612,,0.0,0.001,0.028999999999999998,0.40700000000000003,0.012205889448523521,0.010258270427584648,0.7047575539496419,0.714873722062925
Upper middle income,Maldives,MDV,0.04600779339671135,0.4845505356788635,7.1068830490112305,0.03812694177031517,0.0014869102742522955,0.66385,0.79022,0.43145000000000006,11650.0,10207.4990234375,0.29122525453567505,0.20000000298023224,0.046240463852882385,0.021862952038645744,-0.14214545488357544,-0.2061045914888382,0.11365875601768494,0.6069316267967224,0.0,0.0,0.11199999999999999,0.293,0.0034257236402481794,0.003891438478603959,0.7576776386465303,0.7727783985309459
Low income,Mali,MLI,0.048246704041957855,0.5202069878578186,1.6145411729812622,0.015137946233153343,0.0005836357595399022,0.7088800000000001,0.8162699999999999,0.59895,1020.0,799.4278564453125,0.23073917627334595,0.16777333617210388,0.04132148623466492,0.010691286064684391,-0.058711133897304535,-0.05435841903090477,0.02764088287949562,0.2622562646865845,0.361,0.595,0.8859999999999999,0.35700000000000004,0.02941150777041912,0.027522720396518707,0.5147370076849385,0.5366238818130553
High income,Malta,MLT,0.0656169205904007,0.4594935178756714,3.2796778678894043,0.010090976022183895,0.005784816574305296,0.80878,0.87331,0.73406,34660.0,33407.43359375,0.19082804024219513,0.193396657705307,0.061950355768203735,0.03381195291876793,0.04290434345602989,0.08912459760904312,2.045179843902588,,0.001,0.002,0.006999999999999999,0.34600000000000003,0.012402228079736233,0.002028239192441106,0.6675719551451335,0.6569097754720329
Upper middle income,Marshall Islands,MHL,0.04398830607533455,0.6779271364212036,4.414557456970215,0.00804363377392292,0.0014869102742522955,,,,8380.0,,0.24559888243675232,,0.019118187949061394,0.04734964296221733,,0.17437896132469177,0.00909467600286007,,0.021,0.067,0.365,0.355,-0.033495765179395676,-0.02723429910838604,0.6088473420688185,0.6274830455485546
Lower middle income,Mauritania,MRT,0.047121211886405945,0.4040895700454712,3.7715466022491455,0.008440151810646057,0.004050970543175936,0.41889000000000004,0.57981,0.27027999999999996,2090.0,1624.3577880859375,0.41448789834976196,0.2986150085926056,0.03865334019064903,0.009146483615040779,-0.14027217030525208,-0.11136236041784286,0.07293294370174408,0.4321894943714142,0.102,0.26,0.7120000000000001,0.32,0.028839590027928352,0.025616923347115517,0.5406037320998172,0.5593120559608137
Upper middle income,Mauritius,MUS,0.03965526446700096,0.4561346471309662,3.629150390625,0.006121376529335976,0.003600397612899542,0.64897,0.7831600000000001,0.50994,12850.0,10606.8271484375,0.18680408596992493,0.25832998752593994,0.023491714149713516,0.02362651750445366,-0.06361230462789536,-0.06459009647369385,0.03173956274986267,1.3652982711791992,0.005,0.023,0.191,0.368,-0.0019011644180864096,-0.0030750029254704714,0.7166324855310348,0.6914503581760711
Upper middle income,Mexico,MEX,0.038299985229969025,0.3809114992618561,4.0077714920043945,0.007093832362443209,-0.00849204882979393,0.6612699999999999,0.81769,0.5163300000000001,12800.0,9819.3955078125,0.21079134941101074,0.24099500477313995,0.013315810821950436,0.0044714659452438354,-0.016464702785015106,-0.008823276497423649,0.026825258508324623,0.33220985531806946,0.023,0.057,0.27399999999999997,0.435,0.008605154231190681,0.0068445149809122086,0.6724193708825731,0.6790697046584319
Lower middle income,"Micronesia, Fed. Sts.",FSM,0.04731427878141403,0.4958328306674957,3.8872413635253906,0.010007699951529503,0.0022091122809797525,,,,4250.0,,0.24913693964481354,,0.009435504674911499,0.005134349688887596,,,,,0.261,0.43799999999999994,0.7809999999999999,0.401,0.004694636445492506,0.004746960010379553,0.6220235859686021,0.6295299936828264
Upper middle income,Moldova,MDA,0.061781592667102814,0.5130959749221802,3.4199209213256836,0.002884324872866273,0.028915373608469963,0.72517,0.72268,0.7273900000000001,6940.0,3436.993896484375,0.2509770393371582,0.230021670460701,0.01676822081208229,0.034674957394599915,-0.07064369320869446,-0.10012310743331909,0.0249316543340683,0.6365926861763,0.0,0.003,0.19699999999999998,0.259,-0.010524134151637554,-0.010212530381977558,0.6399976210563532,0.6394979125673514
High income,Monaco,MCO,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,,,0.20726224780082703,,0.042435210198163986,0.03406136482954025,,,,,,,,,-0.00837774109095335,-0.003766382113099098,0.503611089539489,0.49417920034255736
Upper middle income,Mongolia,MNG,0.049311403185129166,0.40575316548347473,4.709179878234863,-0.003256946336477995,0.025447417050600052,0.6463500000000001,0.7183499999999999,0.57449,5350.0,4346.19580078125,0.3346157968044281,0.32625168561935425,0.03600282967090607,0.018644841387867928,-0.2092687487602234,-0.09537217766046524,0.06828569620847702,1.6886141300201416,0.004,0.023,0.244,0.314,0.012626494280993938,0.009770315140485764,0.6266905286660491,0.6569700165833093
Upper middle income,Montenegro,MNE,0.04227494075894356,0.4845505356788635,3.5004100799560547,0.00804363377392292,0.0014869102742522955,0.5979800000000001,0.6638299999999999,0.5342600000000001,12020.0,7681.099609375,0.33247190713882446,0.24875333905220032,0.030781583860516548,0.030767638236284256,-0.14876575767993927,-0.1512748748064041,0.10170520097017288,1.1441991329193115,0.025,0.04,0.145,0.34299999999999997,0.007746705319732428,-0.005681213922798634,0.6404107577623992,0.6293008946856764
Lower middle income,Morocco,MAR,0.05133901536464691,0.4646768271923065,4.101117134094238,0.011585764586925507,0.007084587123245001,0.4767,0.7357299999999999,0.21242999999999998,3760.0,3169.892822265625,0.29766181111335754,0.2877633273601532,0.02401440590620041,0.013112352229654789,-0.05399002134799957,-0.02762724831700325,0.018366079777479172,0.47963351011276245,0.037000000000000005,0.11599999999999999,0.49,0.395,0.009728276170790195,0.007005100604146719,0.6622843918174474,0.667935768266378
Low income,Mozambique,MOZ,0.05002545565366745,0.5396531224250793,5.094609260559082,0.007630533538758755,0.0005836357595399022,0.79097,0.79702,0.7854000000000001,550.0,605.4829711914062,0.30126726627349854,0.36478832364082336,0.03256707265973091,0.0030827068258076906,-0.28824833035469055,-0.23544712364673615,0.19983504712581635,3.1901791095733643,0.8220000000000001,0.894,0.968,0.503,0.029199404641985893,0.026590215042233467,0.527671675767271,0.5485426632855249
Lower middle income,Myanmar,MMR,0.06297797709703445,0.4958328306674957,3.190816640853882,0.009495512582361698,0.0022091122809797525,0.59666,0.74139,0.45204,1220.0,1443.6962890625,0.3052186965942383,0.31365999579429626,0.012512439861893654,0.005248562898486853,-0.020963983610272408,-0.03875080496072769,0.03779623657464981,0.18218298256397247,0.10300000000000001,0.29100000000000004,0.7979999999999999,0.307,0.0067436485551297665,0.00472964346408844,0.6839504359726665,0.6838513211941055
Lower middle income,Namibia,NAM,0.05513060837984085,0.529053270816803,4.188943386077881,0.005883369129151106,-0.012230683118104935,0.60424,0.6411199999999999,0.56887,4240.0,4552.544921875,0.2445364147424698,0.18294166028499603,0.011729932390153408,-0.01531334687024355,-0.07630403339862823,-0.09162827581167221,0.06088673323392868,,0.22899999999999998,0.35,0.611,0.591,0.022371523082256317,0.017603514716029167,0.5934730214634285,0.6109686314697704
High income,Nauru,NRU,0.04230361059308052,0.5460877418518066,5.107937335968018,0.005804792046546936,0.001797617063857615,,,,21260.0,,0.20726224780082703,,0.021871929988265038,0.011240038089454174,,0.01853853464126587,,,0.09699999999999999,0.217,0.685,0.324,0.006044850684702396,0.009549484588205814,0.593730381283221,0.62479035220829
Lower middle income,Nepal,NPL,0.042768534272909164,0.4958328306674957,3.5845491886138916,0.015581518411636353,0.0022091122809797525,0.42272,0.5681499999999999,0.29623,1470.0,1069.78955078125,0.2942379117012024,0.3868783116340637,0.04008684679865837,0.03318052738904953,0.006605153437703848,-0.02500016801059246,0.0034942098427563906,0.24285109341144562,0.024,0.091,0.526,0.3,-0.0014680096646770835,0.009149696677923203,0.6506737222448531,0.6690502953368184
High income,Netherlands,NLD,0.043700579553842545,0.558655858039856,4.521420955657959,0.004247083328664303,-0.0002825025876518339,0.85675,0.89117,0.82191,62840.0,56379.94921875,0.17140327394008636,0.1965533196926117,0.01982332393527031,0.013342263177037239,0.09064879268407822,0.07823540270328522,0.0010931440629065037,,0.001,0.001,0.003,0.257,0.007500764913856983,0.003455515718087554,0.6447827734021023,0.6226094468065279
