countrycode,country_name,kg_kp_ratio,kg_k_share,kg_kp_fad,kg_k_fad,iei,pimi,efficiency_pimi,ig_i_20yr,ig_i_15yr,ig_i_10yr,ig_i_5yr,ig_i_current,ip_y,i_y,ig_y
LVA,Latvia,0.27470800280570984,0.21550661325454712,0.22552785277366638,0.18402507901191711,0.8708469867706299,1.0,,0.17364944517612457,0.20230098068714142,0.22101542353630066,0.221687451004982,0.2262280285358429,,0.23101443410265537,
LBN,Lebanon,0.14554840326309204,0.12705564498901367,0.15440964698791504,0.1337563693523407,0.688909649848938,0.4916779398918152,,0.09700176119804382,0.07607816904783249,0.06722622364759445,0.07768835872411728,0.08068137615919113,,,
LSO,Lesotho,1.0051445960998535,0.5012828707695007,1.0264829397201538,0.506534218788147,0.688909649848938,0.47749999165534973,,0.4132620692253113,0.39180535078048706,0.4515410363674164,0.4538130462169647,0.49939480423927307,,,
LBR,Liberia,0.46373802423477173,0.31681764125823975,0.8174363970756531,0.4497744143009186,0.6186082363128662,0.3294347822666168,,0.23201888799667358,0.25045448541641235,0.3216312527656555,0.4246259033679962,0.35631510615348816,,,
LBY,Libya,0.3921378552913666,0.28159332275390625,0.4353678822517395,0.3031167984008789,0.7713719606399536,0.5181299448013306,,0.8352330327033997,0.8198984861373901,,,0.21673117578029633,,0.14837310888273766,
LIE,Liechtenstein,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
LTU,Lithuania,0.2719433605670929,0.21380147337913513,0.2559128999710083,0.20376645028591156,0.7157849073410034,1.0,,0.18068741261959076,0.19544455409049988,0.196912944316864,0.15965038537979126,0.1441272646188736,,0.22500960690095537,
LUX,Luxembourg,0.34101077914237976,0.25429385900497437,0.385992169380188,0.278495192527771,0.8708469867706299,1.0,,0.21582713723182678,0.21528823673725128,0.21582992374897003,0.2225302904844284,0.23954328894615173,,0.1433667141139188,
MAC,"Macao SAR, China",0.30219972133636475,0.2320682406425476,0.23062965273857117,0.18740785121917725,0.8708469867706299,1.0,,0.1729949712753296,0.15437866747379303,0.17778530716896057,0.16496431827545166,0.21763789653778076,0.09147215321064976,0.1375702306391546,0.04609807953238487
MDG,Madagascar,0.7379221320152283,0.424600213766098,0.7290326952934265,0.4216419458389282,0.6186082363128662,0.49000000953674316,,0.2793080508708954,0.22229567170143127,0.18966327607631683,0.23253069818019867,0.27353721857070923,0.15808048174440223,0.2260605573388304,0.0679800733923912
MWI,Malawi,0.848690390586853,0.45907655358314514,0.9290235638618469,0.4816030263900757,0.6186082363128662,0.4625000059604645,,0.4342147707939148,0.413358211517334,0.4390279948711395,0.46294105052948,0.53058922290802,,,
MYS,Malaysia,0.746667742729187,0.4274812638759613,0.9496709704399109,0.4870929419994354,0.8767292499542236,0.5009579062461853,,0.41914522647857666,0.39914649724960327,0.36668887734413147,0.31487974524497986,0.2720898389816284,0.15898041659273177,0.20556301702847932,0.046582598239183426
MDV,Maldives,0.8815643191337585,0.46852734684944153,0.8660622239112854,0.46411219239234924,0.7713719606399536,0.48249998688697815,,0.41210702061653137,0.40386614203453064,0.40623989701271057,0.4945651590824127,0.4391612708568573,,,
MLI,Mali,0.6740393042564392,0.40264245867729187,0.7335614562034607,0.4231528341770172,0.6186082363128662,0.5400000214576721,,0.3966147005558014,0.3846031129360199,0.36534756422042847,0.4059477150440216,0.32425832748413086,,0.21610165734981288,
MLT,Malta,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,1.0,,0.16692934930324554,0.1548001915216446,0.1492665559053421,0.12803372740745544,0.16820192337036133,,0.17927618870609263,
MHL,Marshall Islands,0.3921378552913666,0.28159332275390625,0.4353678822517395,0.3031167984008789,0.7713719606399536,0.48249998688697815,,,,,,0.21673117578029633,,,
MRT,Mauritania,0.22682642936706543,0.18488876521587372,0.4784809350967407,0.32361602783203125,0.688909649848938,0.4300000071525574,,0.14340175688266754,0.14260748028755188,0.14101891219615936,0.13625319302082062,0.10979843884706497,,,
MUS,Mauritius,0.492764949798584,0.33010217547416687,0.5766664147377014,0.36575043201446533,0.8974176645278931,0.4909599721431732,,0.26557841897010803,0.24814961850643158,0.2489652931690216,0.2562154233455658,0.27247151732444763,0.172045969989251,0.20955220181609122,0.037506233900785446
MEX,Mexico,0.29633790254592896,0.22859618067741394,0.3364582359790802,0.25175365805625916,0.7525669932365417,0.5054246783256531,,0.19281373918056488,0.19767530262470245,0.18154571950435638,0.14410008490085602,0.12616875767707825,0.21432054571905937,0.2416493695164591,0.027328822761774063
FSM,"Micronesia, Fed. Sts.",0.43687862157821655,0.30404573678970337,0.4784809350967407,0.32361602783203125,0.688909649848938,0.39125001430511475,,,,,,0.2327726185321808,,,
MDA,Moldova,0.2532541751861572,0.20207726955413818,0.3759300112724304,0.2732188403606415,0.7864500284194946,0.5824999809265137,,0.1660744845867157,0.15172125399112701,0.1349744349718094,0.1362072080373764,0.13026048243045807,,0.1998549770226207,
MCO,Monaco,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
MNG,Mongolia,0.6212501525878906,0.3831920325756073,0.5752713680267334,0.36518874764442444,0.6798413991928101,0.4300000071525574,,0.22643229365348816,0.23236894607543945,0.2500635087490082,0.28895631432533264,0.25900977849960327,,0.268023167602243,
MNE,Montenegro,0.4074593186378479,0.2894998788833618,0.36601048707962036,0.2679412066936493,0.7243251204490662,0.4099999964237213,,0.2358483523130417,0.26171013712882996,0.2740303575992584,0.3160786032676697,0.31106099486351013,,0.20237710335362596,
MAR,Morocco,0.2331489771604538,0.18906797468662262,0.25449973344802856,0.2028695046901703,0.688909649848938,0.43927595019340515,,0.14433833956718445,0.1514309197664261,0.17251676321029663,0.1848539263010025,0.16421324014663696,,0.26145901520976983,
MOZ,Mozambique,0.9466589689254761,0.4862993359565735,0.8078936338424683,0.4468701183795929,0.6145469546318054,0.4050000011920929,,0.5664440989494324,0.535159707069397,0.41284996271133423,0.3240097761154175,0.2046668529510498,,,
MMR,Myanmar,0.434112012386322,0.302704393863678,0.5149194598197937,0.3398989140987396,0.688909649848938,0.39125001430511475,,0.3315078020095825,0.32749348878860474,0.2674252688884735,0.2386462390422821,0.2650216519832611,,,
NAM,Namibia,0.5081729888916016,0.3369460701942444,0.5704706907272339,0.36324822902679443,0.6306102871894836,0.45249998569488525,,0.2884780764579773,0.2752322554588318,0.27809640765190125,0.2872636318206787,0.30947428941726685,0.21734512967368175,0.23659456244037763,0.019249433651566505
NRU,Nauru,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
NPL,Nepal,0.2598845958709717,0.20627650618553162,0.3070373237133026,0.23491090536117554,0.688909649848938,0.3574150800704956,,0.12578214704990387,0.1310044676065445,0.15362998843193054,0.18923534452915192,0.18511924147605896,0.16985085230632335,0.24328850629229887,0.0734376534819603
NLD,Netherlands,0.3405584990978241,0.25404223799705505,0.3445776402950287,0.2562720477581024,0.8708469867706299,1.0,,0.19175083935260773,0.18908855319023132,0.18666084110736847,0.16696681082248688,0.1618380844593048,,0.19733184024547776,
NCL,New Caledonia,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
NZL,New Zealand,0.44873136281967163,0.30974090099334717,0.5046706199645996,0.3354027271270752,0.862532377243042,1.0,,0.2450907826423645,0.25063470005989075,0.24912860989570618,0.23019477725028992,0.22279687225818634,,,
NIC,Nicaragua,0.4349322021007538,0.303102970123291,0.44967329502105713,0.3101893961429596,0.6185764670372009,0.41286802291870117,,0.23606237769126892,0.2434035986661911,0.26343604922294617,0.30881279706954956,0.3862673044204712,0.14303729548122168,0.22914479354577885,0.08610749989748001
NER,Niger,0.439545601606369,0.3053363561630249,0.5466328263282776,0.35343411564826965,0.6284762024879456,0.33385396003723145,,0.26252999901771545,0.2637564539909363,0.2768539488315582,0.3416655957698822,0.3548102378845215,0.15861058883301313,0.1868037144986207,0.028193125501275063
NGA,Nigeria,0.579192578792572,0.36676499247550964,0.430976927280426,0.30117669701576233,0.6587256193161011,0.2849999964237213,,0.26013273000717163,0.20397041738033295,0.18364500999450684,0.16188128292560577,0.12063312530517578,,,
MKD,North Macedonia,0.3921378552913666,0.28159332275390625,0.4353678822517395,0.3031167984008789,0.7311541438102722,0.48249998688697815,,0.24202056229114532,0.24242287874221802,0.26234474778175354,0.24275997281074524,0.21673117578029633,,,
MNP,Northern Mariana Islands,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
NOR,Norway,0.33014345169067383,0.248201385140419,0.32298409938812256,0.24413134157657623,0.8877825140953064,1.0,,0.20009124279022217,0.20148925483226776,0.20969489216804504,0.22077825665473938,0.23322606086730957,,0.21868376126912112,
OMN,Oman,1.6073912382125854,0.6164748668670654,1.6775089502334595,0.6265185475349426,0.7516335844993591,1.0,,0.5435751080513,0.5608550906181335,0.5834788084030151,0.5561263561248779,0.6482061743736267,,,
PAK,Pakistan,0.4407273530960083,0.30590614676475525,0.5182635188102722,0.34135279059410095,0.763556957244873,0.39250001311302185,,0.22655527293682098,0.2456975132226944,0.25310876965522766,0.2647801637649536,0.1895095258951187,0.09497601355875782,0.11225990657870416,0.017283892259001732
PLW,Palau,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
PAN,Panama,0.23756143450737,0.19195930659770966,0.23798635601997375,0.19223666191101074,0.7340651154518127,0.4869178831577301,,0.15690656006336212,0.16843783855438232,0.19472241401672363,0.1627790778875351,0.16178598999977112,,,
PNG,Papua New Guinea,0.43687862157821655,0.30404573678970337,0.4784809350967407,0.32361602783203125,0.688909649848938,0.40220028162002563,,,,,,0.2327726185321808,,,
PRY,Paraguay,0.30828750133514404,0.23564201593399048,0.3485402762889862,0.2584574520587921,0.7271489500999451,0.44599103927612305,,0.18950223922729492,0.17677631974220276,0.18781986832618713,0.2084735780954361,0.23824109137058258,,0.2096672923535639,
PER,Peru,0.34043458104133606,0.2539733052253723,0.3649944067001343,0.2673962712287903,0.7092998623847961,0.6524999737739563,,0.20043471455574036,0.20530088245868683,0.21204873919487,0.2088623046875,0.20369957387447357,,0.20778600917444512,
PHL,Philippines,0.24838212132453918,0.1989632099866867,0.25233525037765503,0.20149177312850952,0.688909649848938,0.4625000059604645,,0.1440965235233307,0.14452669024467468,0.15056955814361572,0.1666971892118454,0.19103099405765533,,0.23570507069796842,
POL,Poland,0.33585289120674133,0.25141456723213196,0.35300368070602417,0.2609037160873413,0.8675941228866577,1.0,,0.2052583545446396,0.2252984642982483,0.23860493302345276,0.22201617062091827,0.23110149800777435,0.1189863364026444,0.16885165582411113,0.04986531659960747
PRT,Portugal,0.2828851640224457,0.22050701081752777,0.3210161030292511,0.24300695955753326,0.8708469867706299,1.0,,0.15832316875457764,0.15106114745140076,0.14411099255084991,0.11186109483242035,0.10323996096849442,,0.1982134322084816,
PRI,Puerto Rico (U.S.),0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,0.13704690680487358,0.1455529376239158,0.008506030775606632
QAT,Qatar,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
ROU,Romania,0.24352824687957764,0.19583651423454285,0.6686552166938782,0.40071502327919006,0.8708469867706299,0.4987267851829529,,0.16711363196372986,0.17293696105480194,0.1704408824443817,0.1507503092288971,0.1451544612646103,,0.2566354627052362,
RUS,Russian Federation,0.35032057762145996,0.25943511724472046,1.5830060243606567,0.6128541827201843,0.8708469867706299,1.0,,0.25810423493385315,0.23662316799163818,0.2004328817129135,0.18062356114387512,0.1315016746520996,,0.22132904272800907,
RWA,Rwanda,1.192621111869812,0.543924868106842,1.135284662246704,0.5316783785820007,0.6186082363128662,0.5649999976158142,,0.47743862867355347,0.4656304121017456,0.4695521295070648,0.4528273642063141,0.47998806834220886,,0.29113283196260165,
WSM,Samoa,0.3921378552913666,0.28159332275390625,0.4353678822517395,0.3031167984008789,0.7713719606399536,0.48249998688697815,,,,,,0.21673117578029633,,0.3052047376491266,
SMR,San Marino,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
SAU,Saudi Arabia,0.9868553876876831,0.49669212102890015,1.095950722694397,0.5228895545005798,0.8708469867706299,1.0,,0.39330267906188965,0.4383031725883484,0.46890994906425476,0.4542448818683624,0.42165958881378174,0.25571606406482417,0.2868089702131364,0.03109290637075901
SEN,Senegal,0.4388250708580017,0.30498847365379333,0.49633878469467163,0.3317021429538727,0.660528838634491,0.23499999940395355,,0.26798588037490845,0.27666303515434265,0.2705235183238983,0.25116032361984253,0.21568964421749115,0.2826914429000049,0.32067519564686053,0.03798375278711319
SRB,Serbia,0.18896983563899994,0.1589357703924179,0.14552348852157593,0.1270366758108139,0.7877033948898315,0.4975000023841858,,0.1517782360315323,0.16697657108306885,0.16987809538841248,0.1821422278881073,0.21881525218486786,0.16297018590842904,0.2362625736894818,0.07329238951206207
SYC,Seychelles,0.5066621899604797,0.3362812101840973,0.6317011117935181,0.3871426582336426,0.8708469867706299,0.5155513286590576,,0.21640296280384064,0.18920563161373138,0.19887174665927887,0.16018185019493103,0.14717872440814972,,0.17169290907803028,
SLE,Sierra Leone,0.8110886216163635,0.4478459060192108,0.9354294538497925,0.4833188056945801,0.6186082363128662,0.2574999928474426,,0.4024619162082672,0.40358901023864746,0.3964524567127228,0.48043423891067505,0.3501485288143158,0.1125764614056005,0.2949561203482382,0.18237966299057007
SGP,Singapore,0.29336443543434143,0.22682271897792816,0.33048728108406067,0.2483956664800644,0.9856669306755066,1.0,,0.18284089863300323,0.17164920270442963,0.1808273196220398,0.191498801112175,0.18877029418945312,0.17456466805507687,0.21896499229392696,0.04440032318234444
SXM,Sint Maarten (Dutch part),0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
SVK,Slovak Republic,0.26115670800209045,0.20707711577415466,0.2472246289253235,0.19821980595588684,0.9455482959747314,1.0,,0.16044265031814575,0.16884343326091766,0.17991822957992554,0.1876339167356491,0.1682243049144745,,0.2033667443044942,
SVN,Slovenia,0.30312758684158325,0.23261544108390808,0.32298409938812256,0.24413134157657623,0.8708469867706299,1.0,,0.18462060391902924,0.19683803617954254,0.21233554184436798,0.19735531508922577,0.1929735243320465,,0.20056405327775106,
SLB,Solomon Islands,0.43687862157821655,0.30404573678970337,0.4784809350967407,0.32361602783203125,0.688909649848938,0.19249999523162842,,,,,,0.2327726185321808,,,
SOM,Somalia,0.7650962471961975,0.43332433700561523,0.8174363970756531,0.4497744143009186,0.6186082363128662,0.36000001430511475,,,,,,0.3479066491127014,,0.22714927594441295,
ZAF,South Africa,0.28496280312538147,0.2217673510313034,0.3349074125289917,0.25088438391685486,0.7375056743621826,0.8824999928474426,,0.15774613618850708,0.15547357499599457,0.15664131939411163,0.16475656628608704,0.15108032524585724,0.1198650257182473,0.14519660063875095,0.02533157542347908
SSD,South Sudan,0.7650962471961975,0.43332433700561523,0.8174363970756531,0.4497744143009186,0.6186082363128662,0.36000001430511475,,,,,,0.3479066491127014,,,
ESP,Spain,0.2539849579334259,0.2025422751903534,0.32298409938812256,0.24413134157657623,0.8708469867706299,1.0,,0.14784720540046692,0.1475619077682495,0.13734988868236542,0.11459124088287354,0.10518371313810349,,0.1953441352779263,
LKA,Sri Lanka,0.25900915265083313,0.20572461187839508,0.27485665678977966,0.21559809148311615,0.7755508422851562,0.4358329176902771,,0.16481229662895203,0.18416155874729156,0.18682555854320526,0.1835290789604187,0.20298081636428833,,0.18793022288871414,
KNA,St. Kitts and Nevis,0.28766193985939026,0.22339864075183868,0.27082568407058716,0.2131100296974182,0.8708469867706299,0.29750001430511475,,0.18226079642772675,0.18520358204841614,0.19108916819095612,0.2044123113155365,0.3499998450279236,,,
LCA,St. Lucia,0.34881430864334106,0.2586081027984619,0.49349838495254517,0.33043113350868225,0.7713719606399536,0.4854072332382202,,0.21447478234767914,0.21400034427642822,0.2130514681339264,0.20591753721237183,0.1874316781759262,,,
MAF,St. Martin (French part),0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
VCT,St. Vincent and the Grenadines,0.4959142506122589,0.3315124809741974,0.608120858669281,0.3781561851501465,0.7713719606399536,0.48765796422958374,,0.28212520480155945,0.28423774242401123,0.2884628474712372,0.2847902476787567,0.40254002809524536,,,
SDN,Sudan,0.7650962471961975,0.43332433700561523,0.17155973613262177,0.14643703401088715,0.7391705513000488,0.26750001311302185,,0.209542378783226,0.23244130611419678,0.194879412651062,,0.3479066491127014,,0.028730106425804484,
SUR,Suriname,0.3921378552913666,0.28159332275390625,0.2171747237443924,0.17842526733875275,0.7713719606399536,0.4966786205768585,,0.173930361866951,0.173930361866951,0.2256774753332138,,0.21673117578029633,,,
SWE,Sweden,0.3283434212207794,0.24718262255191803,0.32298409938812256,0.24413134157657623,0.8708469867706299,1.0,,0.17977769672870636,0.1768299788236618,0.17860080301761627,0.17481015622615814,0.18502217531204224,,0.2439100842605269,
CHE,Switzerland,0.20242834091186523,0.16834960877895355,0.2524348795413971,0.2015552967786789,0.8708469867706299,1.0,,0.11755238473415375,0.11555366963148117,0.11799649149179459,0.11687128245830536,0.11984372138977051,,0.2505461885275374,
SYR,Syrian Arab Republic,0.7650962471961975,0.43332433700561523,1.7106720209121704,0.6310877799987793,0.6186082363128662,0.44473084807395935,,0.48874959349632263,0.4577576220035553,0.5081354379653931,,0.3479066491127014,,,
STP,São Tomé and Príncipe,1.7047396898269653,0.6302786469459534,2.3992841243743896,0.7058203816413879,0.688909649848938,0.39125001430511475,,0.5421466827392578,0.4958380162715912,0.5156670212745667,0.43535035848617554,0.26795342564582825,,,
TWN,"Taiwan, China",0.4537294805049896,0.3121141195297241,0.608133852481842,0.37816122174263,0.8708469867706299,0.29750001430511475,,0.23496775329113007,0.2138637751340866,0.1967671662569046,0.17392195761203766,0.17426937818527222,,,
TJK,Tajikistan,1.3983314037322998,0.5830434560775757,1.9519925117492676,0.6612457633018494,0.688909649848938,0.36887112259864807,,0.5498265624046326,0.5968701243400574,0.6461154222488403,0.7150595784187317,0.6031306982040405,,,
TZA,Tanzania,0.5052495002746582,0.33565831184387207,0.27911409735679626,0.218208909034729,0.5550600290298462,0.3449999988079071,,0.3116897642612457,0.3096476197242737,0.29940736293792725,0.2986193597316742,0.2969997823238373,0.2403920510304564,0.4135012185770489,0.17310917377471924
THA,Thailand,0.4428616464138031,0.30693286657333374,0.5444786548614502,0.3525323271751404,0.7713719606399536,0.7174999713897705,,0.26407909393310547,0.24961024522781372,0.24245266616344452,0.258852481842041,0.2529979348182678,0.16512271221851693,0.22247552010031155,0.057352811098098755
TLS,Timor-Leste,0.43687862157821655,0.30404573678970337,0.4784809350967407,0.32361602783203125,0.688909649848938,0.39125001430511475,,,,,,0.2327726185321808,,,
TGO,Togo,1.0574707984924316,0.5139663815498352,0.8457459807395935,0.4582136273384094,0.49625521898269653,0.23000000417232513,,0.2874174118041992,0.3095211982727051,0.3333970308303833,0.3204314708709717,0.270111620426178,,0.22291959967572889,
TON,Tonga,0.3921378552913666,0.28159332275390625,0.4353678822517395,0.3031167984008789,0.7713719606399536,0.48249998688697815,,,,,,0.21673117578029633,,,
TTO,Trinidad and Tobago,0.30219972133636475,0.2320682406425476,2.6686925888061523,0.727423369884491,0.8708469867706299,0.2750000059604645,,,,,,0.16820192337036133,,,
TUN,Tunisia,0.465090274810791,0.3174481987953186,0.5471178293228149,0.35363680124282837,0.8334804773330688,0.7425000071525574,,0.27093052864074707,0.2690347731113434,0.2774430215358734,0.2888779938220978,0.33653444051742554,,0.1335402792566791,
TKM,Turkmenistan,0.3921378552913666,0.28159332275390625,0.4353678822517395,0.3031167984008789,0.7713719606399536,0.48249998688697815,,,,,,0.21673117578029633,,,
TCA,Turks and Caicos Islands,0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
TUV,Tuvalu,0.3921378552913666,0.28159332275390625,0.4353678822517395,0.3031167984008789,0.7713719606399536,0.48249998688697815,,,,,,0.21673117578029633,,,
TUR,Türkiye,0.183823823928833,0.1552797108888626,0.3880878686904907,0.27958452701568604,0.8233606815338135,0.4699999988079071,,0.13050583004951477,0.12988676130771637,0.12438495457172394,0.12716498970985413,0.13297516107559204,,0.3099852546795661,
UGA,Uganda,0.33947044610977173,0.2534363269805908,0.4609082043170929,0.3154942989349365,0.6186082363128662,0.36000001430511475,,0.20405638217926025,0.22084498405456543,0.2544221878051758,0.3099804222583771,0.3456647992134094,0.14307156079105374,0.2154955802780542,0.0724240243434906
UKR,Ukraine,0.27309200167655945,0.21451081335544586,0.284185528755188,0.2212963104248047,0.884667694568634,0.48249998688697815,,0.17440618574619293,0.17514927685260773,0.17235074937343597,0.2049248367547989,0.2146470993757248,,0.18880211274584757,
ARE,United Arab Emirates,1.0801730155944824,0.5192707777023315,0.8660458326339722,0.464107483625412,0.8708469867706299,1.0,,0.4430775046348572,0.4519883692264557,0.4856322407722473,0.5453604459762573,0.5445489287376404,,,
GBR,United Kingdom,0.25822123885154724,0.20522721111774445,0.3945094645023346,0.28290197253227234,0.9530091881752014,1.0,,0.14788198471069336,0.15810377895832062,0.16407635807991028,0.15016625821590424,0.15346242487430573,,0.17402592574015543,
USA,United States,0.34632813930511475,0.2572390139102936,0.3676757216453552,0.2688325345516205,0.8704891800880432,1.0,,0.19367238879203796,0.19110171496868134,0.18338444828987122,0.16632600128650665,0.16643138229846954,0.1788928791576737,0.21565827385335357,0.03676539286971092
URY,Uruguay,0.4823155701160431,0.3253798186779022,0.6762468814849854,0.40342918038368225,0.6674679517745972,1.0,,0.22189830243587494,0.2137335240840912,0.20695675909519196,0.21087360382080078,0.20594178140163422,,0.1623795031956379,
UZB,Uzbekistan,0.6229716539382935,0.3838462829589844,0.45158758759498596,0.311099112033844,0.8836831450462341,0.3966101109981537,,0.39624717831611633,0.26426929235458374,0.224223792552948,0.23355595767498016,0.276848167181015,,0.3705590951959543,
VUT,Vanuatu,0.43687862157821655,0.30404573678970337,0.4784809350967407,0.32361602783203125,0.688909649848938,0.44498732686042786,,,,,,0.2327726185321808,,,
VEN,"Venezuela, RB",1.6756643056869507,0.6262610554695129,1.8589613437652588,0.650222659111023,0.6110723614692688,0.528109073638916,,0.5515230298042297,0.6033570170402527,0.6571298837661743,0.7096177339553833,0.8834308981895447,,,
VNM,Vietnam,0.3976612389087677,0.2845190465450287,0.5550811290740967,0.356946736574173,0.7930318117141724,0.3985608220100403,,0.2509891092777252,0.25866585969924927,0.27330392599105835,0.26502925157546997,0.2597198784351349,,,
VIR,Virgin Islands (U.S.),0.30219972133636475,0.2320682406425476,0.32298409938812256,0.24413134157657623,0.8708469867706299,0.29750001430511475,,,,,,0.16820192337036133,,,
PSE,West Bank and Gaza,0.43687862157821655,0.30404573678970337,0.4784809350967407,0.32361602783203125,0.688909649848938,0.39125001430511475,,,,,,0.2327726185321808,,0.21847991773088957,
YEM,"Yemen, Rep.",0.6428057551383972,0.3912853002548218,0.8066125512123108,0.44647789001464844,0.622669517993927,0.20000000298023224,,0.3268628716468811,0.32035860419273376,0.2647364139556885,0.1867607980966568,0.07235927879810333,,,
ZMB,Zambia,0.22249770164489746,0.18200255930423737,0.2611388862133026,0.20706592500209808,0.69864821434021,0.4675000011920929,,0.1782824546098709,0.145639568567276,0.1599678099155426,0.17755389213562012,0.24461482465267181,,,
ZWE,Zimbabwe,0.43687862157821655,0.30404573678970337,0.4784809350967407,0.32361602783203125,0.5823031663894653,0.37451785802841187,,0.19133403897285461,0.21875973045825958,,,0.2327726185321808,0.00661376310329129,0.03572851794462887,0.029114754870533943
